country,user_id,attraction,score,review,trip_date
Denmark,Vicky_The_explorer,Nyhavn,5.0,"Went around Christmas time last year and the complete area was amazingly full with people from across the world. Colors, Lights and Christmas celebrations/decorations were all around.
Enjoyed the pan cakes, pastries and other food stalls put around.. Not sure these are all around the year or just come in this time",Dec 2019
Denmark,Landon,Nyhavn,5.0,Loved the vibe of the place. The Servers are very efficient and accommodating. I'll recommending to all my friends.,Dec 2019
Denmark,HSed22,Nyhavn,5.0,This iconic area doesn’t have much to do other than take a very picturesque walk along and stop for a beer or snack on the way through to somewhere else. We came here everyday - it’s like the Eiffel Tower of Copenhagen!,Sep 2020
Denmark,Lorraine C,Nyhavn,5.0,On a stunning day its great to wander around and soak in the atmosphere and the things to do and see in this area. A must do place to visit.,Nov 2019
Denmark,Adam K,Nyhavn,5.0,"Plenty of opportunity to eat and drink, here. You will definitely find something to suit your palate! The number of times I religiously had Sunday lunch, here, whilst living and working in Copenhagen, I couldn't tell you :-) Recommend the boat trips, here, too. Enjoy the experience!",Oct 2019
Denmark,Mikko R,Nyhavn,5.0,"Worth to visit and break the bank. Full of pricey restaurants but the area is really modern, upscale and trendy.",Sep 2020
Denmark,stuart f,Nyhavn,4.0,"You cannot visit Copenhagen without going here , best to see on a summer evening as the sun sets and lights come on . Personally did not eat along the street but over the bridge at the end of Nyhavn is a open food market . Again as all Copenhagen, it’s pricey for the tourist",Sep 2020
Denmark,Alex Moltzau,Nyhavn,5.0,"I stayed in the Nyhavn area for a few days and really enjoyed it. Additionally there are some boats going out from the area that do not cost too much comparatively. It is also a short walk by the docs to sculpture parks, university and a lot of restaurants as well as cafés. At first I thought it would be too much of a cliché, as many mention this as the typical place to go, however it is such a nice place and it has to be experienced!",Aug 2020
Denmark,The F,Nyhavn,5.0,"Had to tourist it up whilst in Copenhagen & nyhavn didn't disappoint. Beautiful architecture, an abundance of bustling bars and restaurants to choose from.
Its just another gem of many that you HAVE to visit in Copenhagen.",Aug 2020
Denmark,Audrey2013_13,Nyhavn,4.0,"Nice stroll through the new port - Nyhavn.
Picturesque colourful houses.
Full of restaurants - which we didn’t stop at so can’t judge properly. But a definite must-see location whilst visiting Copenhagen.",Aug 2020
Denmark,srcna_vena,Nyhavn,5.0,the houses are beautiful and the vibe on the street is really good. there are lots of restaurants and pubs on the street.,Mar 2020
Denmark,Nickii S,Nyhavn,5.0,"With a wide range of restaurants and bars, along with fantastic travel links, combined with beautiful views, this area is fantastic.",Aug 2020
Denmark,Laura G,Nyhavn,1.0,Found a hair cooked inside my waffle. Staff reimbursed and said sorry but I find it utterly disgusting. Not coming back,Aug 2020
Denmark,Sara,Nyhavn,5.0,"So beautiful! Copenhagen at is best!! I enjoyed it, even tho there was a lot of people. But the people of Copenhagen are nice and wonderful",Aug 2020
Denmark,Natalia M,Nyhavn,5.0,"Beautiful harbour with plenty of restaurants, cafes and bars with a nice view. I recommend an hour boat tour which you can book just at the entrance to the harbour.",Aug 2020
Denmark,n4Sphere,Nyhavn,4.0,nice to see copenhagen’s small „harbor“ but there are areas where you have an even cooler atmopshere and restaurants,Jul 2020
Denmark,simply-peregrinating,Nyhavn,3.0,"Quite a pretty row of old buildings by the waters edge and pleasant on the eye. It is very popular especially with people who don't go off and explore the city but just visit the main landmarks. Consequently it is very busy and packed out with people. Restaurants spill out onto the pavements, making little room for walking. Personally I thought it was worth a look as we were passing but I would not make a bee line for it.",Sep 2019
Denmark,E F,Nyhavn,1.0,"No Danes come here ever, if they can avoid it. Foreigners be warned. Go to some of the other parts of the city.",Sep 2019
Denmark,Harald E,Nyhavn,5.0,Great place with a nice atmosphere. Just a few minutes walk from the castle. Plenty of places to eat.,Jul 2020
Denmark,Friedals,Nyhavn,5.0,A beautiful spot with a real flavour of Danish zest. Well worth a visit. It’s so picturesque! Nice for a stroll and great as part of a walking tour to see the city by foot or bicycle.,Aug 2020
Denmark,Willeke A,Nyhavn,4.0,"Due to Covid19 the city was not very crowded except in Nyhavn. There it was very busy, too busy. Of course you have to visit this place because it is an important landmark of Copenhagen. Colourful houses along the haven. To be honest I was not very impressed.",Aug 2020
Denmark,Kinga,Nyhavn,5.0,"Probably the most photographed place in Denmark. Amazing atmosphere, colourful buildings and the house of Hans Christian Andersen ... definitely worth visiting",Nov 2019
Denmark,AriHelsinki,Nyhavn,5.0,"This is the most idyllic place in Copenhagen, everyone knows it. Old and colourful restaurants, terraces, seafood, smørrebrød. Surprise, it is not so touristic you can get good lunch or dinner. Also popular with locals.",Jul 2020
Denmark,TomWildenburg,Nyhavn,3.0,In Corona time the Danish people have to take care of social distancing but they don't. Please take note if you go to Nyhavn. The rest of Copenhagen is very spacious and nice to see,Aug 2020
Denmark,Brian Livesey,Nyhavn,5.0,"Colourful and lively describes Nyhavn.
Restaurants, bars and plenty going on to see and do.
Expensive - Yes! but so is most of Copenhagen",Jul 2020
Denmark,Tomas,Nyhavn,5.0,"Have been here several times and it’s always nice.
This time we took the sightseeing boat from here.
You can find a lot of restaurant, but pricy due to the location. If high season, you should consider booking a table in advance for some of the more popular restaurants.
We stopped for ice cream and churros...
A “must do” in Copenhagen according to me...
Come here a little bit earlier, and you will get bore out from your visit.",Aug 2020
Denmark,RSsydney,Nyhavn,5.0,"Excellent visit to this beautiful part of Copenhagen with an interesting history. We did not have a meal or drink here as the prices are high, especially in an expensive city.",Aug 2019
Denmark,OCDane,Nyhavn,5.0,"One of the most photographed places in Copenhagen is Nyhavn. Here you will be able to buy expensive beer and food, but also be able to experience a great time where you relax and feel free. People watching and traditional Danish hygge is here..",Jul 2020
Denmark,Lee H,Nyhavn,5.0,"Always great to enjoy Nyhavn. Even in covid-times.
Lot of food to choose from.
At 10:45 is was less people and at 12:30 lots of people and hard to keep distance.",Jul 2020
Denmark,steveharris6,Nyhavn,5.0,Stroll around in winter and experience smoked fish and Glôgg (mulled red wine with nuts and berries) as it should be served. Incredibly friendly and utterly beautiful.,Dec 2019
Denmark,Noor111,Nyhavn,4.0,Nice walk along side canal with food market in front of colourful houses. Boat visits were also available,Jul 2020
Denmark,Ricky C,Nyhavn,5.0,A canal full of eateries and bars. Great on a sunny day or cold winters evening. Can get very busy with tourists and is amazing at Christmas with the markets.,Jul 2020
Denmark,johan746,Nyhavn,4.0,We tried a few of the outdoor cafes. Excellent service and touristic menus. Good choice to have beer and to relax with your friends,Jul 2020
Denmark,Dahuvariable,Nyhavn,3.0,The area is very nice but it is a tourist trap. So expect a lot of people and restaurants with expensive prices.,Jul 2020
Denmark,Adriana Mariette,Nyhavn,5.0,"If you like to take photos this is the place to be! Really fun colors, aesthetically pleasing symmetry, makes for a great photo",Jan 2020
Denmark,Birte L,Nyhavn,5.0,A colourful part of Copenhagen with itsOld houses from the 17th and 18th centuries with many fine old signs. Now almost one long bar,Jun 2020
Denmark,Patrícia Ferreira Guedes,Nyhavn,3.0,Altough it's a pretty street I think that it's too overcrowed and expensive. We only took a stroll and headed for other part of the city.,Dec 2019
Denmark,Rhino2525,Nyhavn,5.0,Historic area in Copenhagen. We took a cruise out of this area and also enjoyed a beer from takeaway stand. A great place to people watch also and plenty of restaurants in this area.,Sep 2019
Denmark,Olivia H,Nyhavn,3.0,"My haven is beautiful in its colour, architecture and history. A spectacular sight to see! It’s an iconic piece of Copenhagen which is definitely photograph worthy and worth a look.

As with any city icons, this place was very busy with tourists and also everyone seemed to be doing a photoshops ready to post online. This was slightly annoying when trying to walk along the opposite side of the river! If visiting again I would definitely go early in the morning to avoid the influencer crowds!",Feb 2020
Denmark,Whale_JW,Nyhavn,5.0,"I went there almost every evening during my trip there, also sometimes in the morning. I just wouldn't stop thinking about how beautiful the place was especially in the evening, the colourful building, the restaurants packed with diners, the river etc. It's just nice. I would highly recommend this as a must visit whenever you are in Denmark. This is one of the places that you will never get bored with. Warning: the restaurants nearby there are not cheap though.",Jun 2019
Denmark,cvtmuench,Nyhavn,4.0,"All those colorful buildings along the canal you see in pictures are along this part of the canal. We stayed in an apt along the canal for the views. Very touristy and crowded area but quintessentially Copenhagen. Kinda dirty and canal smells a bit. Next time I would stay in the D'Angleterre Hotel up the way or the Street area, much cleaner and more upscale.",Jul 2019
Denmark,BKanasz,Nyhavn,5.0,We really enjoyed our walk at the harbor. We spent a lovely lunch at one of the restaurants there.There are lot of bars and restaurants to choose from. We also took a boat tour from here it was such an amazing day!,Feb 2020
Denmark,Sean C,Nyhavn,3.0,"We enjoyed a walk around this area and frequented the quite expensive bars

It’s a nice spot to watch the world go by",Oct 2019
Denmark,Rasmus Hansen,Nyhavn,5.0,"the classic postal of denmark. all visitors should come here and take pictures, it is so nice and beautiful!",Apr 2020
Denmark,Barfoundatthebar,Nyhavn,5.0,Stunning area with loads of bars restaurants shops architecture.Great place for a walk around and a must see,Apr 2020
Denmark,christa_g_larsen,Nyhavn,5.0,"A place where the people of Copenhagen meet, especially in the summer. There are restaurants, bars and ice cream.
It’s a bit Price, but bring your own drinks, and sit across from the restaurants and enjoy the variety of people walking up and Down this revenue❤️",Jul 2019
Denmark,cintuchi,Nyhavn,5.0,"I can totally live permanently there.
From the atmosphere and the charismatic people there to the culture and architecture, it's a great place to go if you never been there
Think about going in the future.",Apr 2020
Denmark,grebnesi2020,Nyhavn,4.0,"If you want your photo opportunity in Copenhagen, get out from in front of the camera and just take a nice view of Nyhavn. It is the picture postcard street in the city, if there was one.

Back in the day (until roughly the early 90's), it used to be a fairly rough and tumble neighborhood- in the eyes of the Danes, who tend to exaggerate such things. There were a few tattoo parlors- which were only for sailors in those days- and a couple of prostitutes, perhaps.

Regentrified, it became the tourist mecca and property values went through the roof. It is all tourist restaurants. You may stumble across a few Danes but they will probably be the ones bringing you your beer.

There's the crazy difficult-to-walk side of the canal and there's the quieter side. Take your pick. Nyhavn will be mobbed on a sunny day.

It's a tourist ""hole"" but still rather quaint and pretty to look at- and worth a visit, in any case.
Read more",Apr 2020
Denmark,468hotmail,Nyhavn,4.0,Very nice and vibrant neighbourhood with multicolour buildings being there for 300 hundred years!By the canals there are a lot of bars and restaurants with traditional and international tastes!,Mar 2020
Denmark,Thomas V,Nyhavn,5.0,This is the focus of tourism in town because the neighborhood is so picturesque. The photo opportunities on a sunny day are terrific. Lots of tourist services all around.,Nov 2019
Denmark,bachrist2020,Nyhavn,5.0,Very wonderful and a calm place to have a dinner sitting by the canal. Good ambiance around and must visit place in Copenhagen.,Mar 2020
Denmark,andycoldham,Nyhavn,5.0,"This a beautiful part of the city, lovely canal side setting, beautiful buildings and interesting bridges. Its a lovely place to sit down and have a beer/wine and people watch but like the rest of Copenhagen, its not a cheap place to dine. Most boat trips start from here and a hotel within a short walking distance of this centre is always a good idea. Do visit during the day and again at night, different scenes all together.",Mar 2020
Denmark,Lars G,Nyhavn,5.0,A great place by a canal in the center of Copenhagen to have a beer or lunch. You can sit down at one of the many places and enjoy the whole world walk by.,Sep 2019
Denmark,steve p,Nyhavn,5.0,Came here whilst walking around the city and as part of a boat trip. Really nice peaceful and beautiful area. Lots of restaurants and bars but not too expensive.,Mar 2020
Denmark,Veronica Johansson,Nyhavn,5.0,We loved the ambience the varied choices of restaurants brillant fish choices soups etc presentation of food is so important with the Danes cant fail to order something as truly scrumprious,Mar 2020
Denmark,EmeraldDiva,Nyhavn,3.0,"We were there in Feb and it was cold and wet. It is a pretty area and well worth visiting, but there are so many overpriced restaurants and not all that much to do. Due to the weather it was fairly quiet and all the outdoor tables empty.
Certainly a place you must visit in Copenhagen, but not much happening on a winter's day.",Feb 2020
Denmark,ShoaibShawoo,Nyhavn,4.0,"One of the most happening areas in Copenhagen, iconic Nyhavn is easily recognized by the colorful buildings on the riverside that you must have seen on all Copenhagen tourist websites and postcards. The area is bustling with tourists and locals alike, with many quaint shops and eating places in and around the area. We experienced a lovely Christmas market during the time we visited the city. Lovely place to explore on foot for 2 – 3 hours.",Nov 2019
Denmark,Cris K,Nyhavn,4.0,"You have to cross it. It’s lovely place with many opportunities for pictures. I went March, but I suppose in April or May it will be very crowded",Mar 2020
Denmark,Dave H,Nyhavn,5.0,We stayed at the super cool SKT Annæ hotel in Nyhavn and enjoyed walking around this fun neighborhood. It’s hip and full of lovely bars and restaurants. We walked to the super long shopping street and enjoyed that and it’s environs. All told a lovely few days although the weather wasn’t very helpful.,Mar 2020
Denmark,Juliette Ryan,Nyhavn,3.0,"Lovely on a sunny day for that iconic picture! I wouldn't bother having a drink or food at any of the restaurants or bars here though, the locals all buy a beer from the supermarket and sit along the clan bank in the summer time!",Mar 2020
Denmark,rushtonc,Nyhavn,5.0,"Nyhavn is the postcard picturesque street in Copenhagen! Best time of day to visit is the late morning, early afternoon - wasn’t too busy and you get the best pictures!",Mar 2020
Denmark,Ladyjester1983,Nyhavn,4.0,Nice bustling and busy central place with places to eat and drink. Lock bridge is also near by for you to add a lock and a message with a loved one. Nice canal photos and sights.,Mar 2020
Denmark,davidtwosoups,Nyhavn,5.0,"Coming from Fort Augustus, Scotland which has its very own canal I always look forward to seeing the competition. The streets are pretty with lots of cafes, bars and restaurants. We enjoyed the canal and harbour tour as well. Glad I was here in March as summer must be busy, busy, busy. Well worth a visit.",Mar 2020
Denmark,Elaine T,Nyhavn,4.0,"It was always reasonably busy around this area although it wasn't the weather for sitting outside most of our stay. The restaurants and bars were typical holiday venues and of course, we were on holiday. Definitely worth a visit and we were glad our hotel was nearby.",Feb 2020
Denmark,latestfilly,Nyhavn,5.0,"This is my favourite area in Copenhagen, it has cobbled streets, beautifully coloured houses/restaurants/shops and you can enjoy a lovely canal boat ride from here. Travel guides usually show this area on the front of the books.

An area you shouldn't miss!",Mar 2020
Denmark,bluenosejock1,Nyhavn,3.0,"Standard, busy tourist area that is very pretty. Lots of boat tours from here and close to the city centre. Not much time to spend here unless you are looking for fresh, but expensive dining experiences as hundreds of tourists shuffle past.

Great for a phpto though.",Mar 2020
Denmark,mysticgoku,Nyhavn,5.0,"Nyhavn is a must visit destination when you visit CPH, photos don’t do it justice, you have to be there as the houses are so colourful. Didn’t go in the boats due to time constraints but there’s lots to do and shop within walking distance",Mar 2020
Denmark,kentshopper,Nyhavn,4.0,Lovely surroundings and nice cafes and bars. Went on a canal trip to Little Mermaid which was well run and enjoyable. Really enjoyed our visit here despite the rain,Mar 2020
Denmark,Explore53751217835,Nyhavn,5.0,"Clearness of the waters, interesting vessels, beautiful joyfully colored and decorated buildings, nice street borders with relaxing terraces and tempt-full food and drinks of good smell and looks, a pleasant area !",Mar 2020
Denmark,Jd01519,Nyhavn,4.0,"A perfect spot for live music and singalong. Celebrating Dinner & night out🤘🏼the old “red light” in copenhagen, today a place for all kind of amusement.",Mar 2020
Denmark,SCL289,Nyhavn,4.0,"This is one of the popular tourist sites In Copenhagen that is worth visiting.

It offers tourists with many attractive angles and scenes for photo taking; it offers good choices of restaurants, especially during Sunday when many famous restaurants are closed; it offers tourists to hop onto a canal boat for a one hour waterfront tour that will bring you to see the famous mermaid; and it is located at the longest shopping street in Denmark.",Feb 2020
Denmark,Andrew J,Nyhavn,5.0,"A beautiful and colourful waterfront districts with a variety of restaurants, suitable for either lunch or dinner. For the sweet tooth there's also waffles and churros.",Mar 2020
Denmark,Sanne B. W.,Nyhavn,5.0,"Restaurant CapHorn in Nyhavn is worth a visit. I went a Saturday, had ""smørrebrød', sat by the fireplace and listen to jazz music. There were many kinds of lokal 'snaps'. Nyhavn is cosy with its old byildings and the water. I go through every time it makes sence.",Mar 2020
Denmark,Alessandro L,Nyhavn,4.0,"Nyhavn is a canal connecting Copenhagen to the sea. Lined with beautiful colorful mansions, this lively district offers a charming stopover appreciated by Danes and tourists.",Jun 2019
Denmark,Lee87,Nyhavn,5.0,"A must to visit you have to see this.
I was here in October, so there were not as many people as in high season. But I still met a lot of people. This part of Copenhagen is full of small restaurants in wonderful colorful houses.",Oct 2019
Denmark,Jisagod2u,Nyhavn,5.0,"I bought churros having looked forward to them for about 3 months. Within say 7 or 8 seconds I fed a pigeon a tiny amount and a huge seagull out of nowhere flew in behind me and kamikazed into my churro bag and that, along with the melted chocolate, went straight onto the floor for a flock of birds to feast on. A French tourist watched and simply went ""oh la la"" and I wanted to punch the seagull but at least the birds had an excellent meal in an idyllic setting!! Lovely to walk around and take pics and take it all in. Ensure you cross the bridge to visit Christiania (whoever you are!) also.",Feb 2020
Denmark,mbcook,Nyhavn,4.0,"Exactly the kind of image you'd expect to see on a postcard or windows screensaver. Had a lovely stroll, really relaxing and enjoyable. Gorgeous place, a must see.",Mar 2020
Denmark,JoxeanISoraluze,Nyhavn,5.0,"We walked Nihavn many times during our stay in Copenhagen last month.
Nice atmosphere where you take the boat",Feb 2020
Denmark,vandams@thetraveller,Nyhavn,5.0,"Must see and one of the sites to enjoy in and around Copenhagen!

Had tea in the Heering, lovely warm clean restaurant with lovely staff.

Close to the high street and not far away from the little mermaid.

Love Copenhagen ❤️",Mar 2020
Denmark,thepattersons2014,Nyhavn,4.0,"We visited the Nyhavn region both by ourselves and on a bike tour. It was a very busy part of Copenhagen with lots of tourists getting the perfect picture of the coloured buildings. Other than that we found very little else to so on the area but it is a must see on your trip. Shops and food are more expensive in the area too which was off-putting it was definitely a ""tourist trap"" kind of area. Our bike tour was fantastic and the guide told us about the area itself about the palace and royal connection, we saw Hans Christian Andersens home and he told us about the original purpose for the area and how it was originally more like a scene from pirates of the Carribbean than the beautiful tourist spot it is today. Well worth a visit to see this iconic Copenhagen site.
Read more",Feb 2020
Denmark,sst,Nyhavn,4.0,Once you’re in Copenhagen you have to see Nyhavn. The most photographed area in the city. And one of the most expensive.,Feb 2020
Denmark,27love2travel27,Nyhavn,5.0,"We went here specifically for a boat trip to see the sights.

Whilst wandering round we heard a marching band which we followed up the road.

Beautiful buildings, lots of food and beverage choices, great area to walk round.",Feb 2020
Denmark,Livenotordinary,Nyhavn,4.0,"It is what it is, all these places in the world will be visited by tourists, this is not different but when in Copenhagen don't miss it especially not in the summer. Have a beer or glas of wine and say ""Skål""",Feb 2020
Denmark,Katie A,Nyhavn,5.0,"This area is iconic, basically pictured on every postcard and picture of Copenhagen. Take time to walk the harbor on both sides and soak in the scenery. Don't leave Copenhagen without visiting.",Feb 2020
Denmark,Mr_MrsBeckett,Nyhavn,5.0,"A visit to Nyhavn is a must see during any trip to Copenhagen. The buildings, the location and canal are beautiful. There were some Christmas markets set up when we visited and they were cool. It was a great place to walk down with some bars and restaurants along the way.",Dec 2019
Denmark,Nitin Rege,Nyhavn,5.0,Must visit place when you are in Copenhagen. The buildings by the lake are beautiful and vibrant especially during the evenings.,Feb 2020
Denmark,02Hoosier,Nyhavn,5.0,This is such a cool setup along the canal. The buildings have such a unique look and feel along with the fact that there’s a fair amount to do here as well. Don’t miss this if you’re in town.,Feb 2020
Denmark,Mark_Dornoch,Nyhavn,4.0,This is probably the best place to visit in Copenhagen. A busy waterfront area packed with bars and bistros. It was very busy when we were there but a great place to grab somewhere to watch the world go by and chill. Look up and view the architecture on the upper floors of the buildings,Jul 2019
Denmark,Jameseygirl,Nyhavn,5.0,"Nyhavn is beautiful. There are lots of cafes, restaurants and bars here, all very traditional.
The buildings are pretty much as they would have been back in the day, very interesting architecture.
We ate here twice and in both restaurants the food was gorgeous.

This is a must see for anyone visiting Copenhagen.",Feb 2020
Denmark,NinaMcKrazy,Nyhavn,5.0,"Beautiful place, even prettier are night. Lots of places to eat

Take care not to fall in though when taking pictures or trying to avoid people who suddenly stop to take pictures!",Feb 2020
Denmark,gdondas,Nyhavn,5.0,Many cafes and restaurants next to the river.its very nice for a walk.take photos from the bridge.make a walk with the riverboat.,Feb 2020
Denmark,olangset,Nyhavn,4.0,"Choose a day with nice weather and get yourself to Nyhavn. Grab a beer and sit along the water or get a table at one of the many nice restaurants along the harbour.

We had a quick tapas with some rose wine and really enjoyed the vibe of the place 😎",Feb 2020
Denmark,Heppy44,Nyhavn,5.0,Beautiful part of a beautiful city lots to do and see all over well worth the visit lots of restaurants in the area too,Feb 2020
Denmark,Sam D. Makary,Nyhavn,5.0,"Eventhough i have visited a lot of places in Europe, but I never saw anything so beautiful and colourful as this place! It’s like it came out of a painting!",Feb 2020
