country,attraction,score,review,trip_date
Germany,Reichstag Building,4.0,"Very very clean place , you can spend few hours there watching it , takung photos , a little problem is only getting inside you need to get reservation .1 thing about Berlin I love specially the Center its clean and spacious !!",Aug 2020
Germany,Reichstag Building,4.0,"Cool building, very iconic. Just saw the outside this time, but it is in a good area to walk around.",Jan 2020
Germany,Reichstag Building,5.0,"Very impressive building.
We only saw it from the outside, unfortunately, but it's well worth the visit.
Not much else to do in Berlin anyway!",Jul 2020
Germany,Reichstag Building,4.0,"This needs booking in advance.
It gave beautiful views across the city, and was interesting to learn about the development of it.
We would recommend going, mainly for the views.",Nov 2020
Germany,Reichstag Building,5.0,"Best way to see this amazing building is to book a meal at the Käfer restaurant on the top of the Reichstag. I booked breakfast. It was simply stunning. There was tons to eat, felt healthy as well as tasty, plus a glass of fizz included in the higher priced breakfast - well worth it. Spent 2 hours here. Walk around the top, and up the spectacular Norman Foster glass and steel sphere, for great views over the city. Arrive early for security checks.",Oct 2020
Germany,Reichstag Building,5.0,"We visited at night ---the internal lighting was spectacular , the historical information exhibited on a huge circular table was just right --not too wordy. A must for tourists. Must book A.S.A.P.--fellow tourists on plane failed to get in.",Oct 2020
Germany,Reichstag Building,4.0,"It's like my house, but bigger and more interestive. This has made me want to build a dome on my house. Actually thinking about it, it looks nothing like my terrace house next to my nanas house.",Oct 2020
Germany,Reichstag Building,3.0,Just a few hundred metres from the Brandenburg Tor this is an impressive looking building from the outside. I wanted to view inside but I hadn't appreciated it was necessary to pre book on line perhaps a week in advance.,Oct 2020
Germany,Reichstag Building,5.0,"the very first monument I visited after reaching Berlin. The extremely big grass area in front of it provides a nice place to sit , or even lie down during a sunny day....Bradenburg gate is right nearby...",Sep 2020
Germany,Reichstag Building,5.0,"The building the SS presumably set on fire to instigate stricter measures against their opponents. Built about 50 years before WWII it has seen a lot of change. If you enter it, you can visit the roof, which offers both a view of the city, and the ability to look over the politicians at work inside the building, through the added glass dome.

It offers the opportuinity to reflect on whether Europe is moving forwards or backwards, and whether the Germans, who keeps trying to strenghten Europe by pushing for democratic erosion through the EU, is this time doing the right thing. Personally I think we have a long way to go before we see true transparancy in Europe.
Read more",Nov 2019
Germany,Reichstag Building,5.0,"Impressive building, visits are organized in groups so as to not get crowded on the roof. You have a great view of the whole city from above, great opportunity for photos as well.",Oct 2019
Germany,Reichstag Building,5.0,Beautiful and incredibly historical building that’s still the seat of the German parliament. Access to the glass rotunda is free but needs to be booked in advance. Likewise tours can be booked if you want to see the inside (and some soviet soldiers graffiti). Very close to the Brandenburg Gate with easy transport links around Berlin,Sep 2020
Germany,Reichstag Building,5.0,"It's worthy of being treated as an example of how a Parliament building should be, and probably it's a depiction of what the German Nation stands for. It's classy, dignified, and understated; it's modern, but with its classical roots; it's grand, but not ostentatious. But more than anything, it states 3 very critical aspects, conveniently forgotten by other governments: 1. Provides access to the common man (it's our/their Govt. dammit) 2. Transparency, the dome is made of glass and so is the ceiling of the parliament floor for all to see 3. The citizen is physically placed higher than the parliamentarians, clearly stating how the power should flow.

No wonder, this nation is where it is, in merely 6 decades after being decimated. Kudos!
Read more",Dec 2019
Germany,Reichstag Building,5.0,The rotonda of the Reichstags Building is Always worth a visit. The view is very nice and you have plenty of photo opportunities,Aug 2020
Germany,Reichstag Building,5.0,I made the mistake on a previous trip to Berlin by not booking in advance and was turned away at the door. Having this time booked several weeks in advance we turned up for an evening tour. The views from the top of the dome (both internal and across the city) are well worth adding this to your itinerary.,Oct 2019
Germany,Reichstag Building,5.0,"While in Berlin end of August, I decided to visit the Dome. In order to avoid the crowd, I opted for a night visit and I did not regret it. First of all, you have to pre-book online in order to make sure you can get in (you still have the option to buy ticket at the entrance but you may not be always successful so in order to avoid any disappointment, better reserve online). One important thing: do not forget your ID. I went around 8.30 pm and the view at night is spectacular. Furthermore, there were few people and I could take nice picture. The view from the terrace is breathtaking. Norman Foster did an amazing job. A beautiful building and a free visit!",Aug 2020
Germany,Reichstag Building,5.0,"an amazing part of modern history and remarkable architecture
wed recommend to book early, try and get there before traffic builds up and check the calendar and news to avoid crowds",Aug 2020
Germany,Reichstag Building,5.0,Make sure a visit to the Reichstag is part of your visit to Berlin. The rich history witnessed by and in the building throughout the C20 is brilliantly captured by the Norman Foster designed dome is an unexpected and spectacular reward with technology enhancing your viewing experience.,Nov 2019
Germany,Reichstag Building,5.0,"This building is so beautiful and we were definitely glad we visited on our trip. Great just for either a little walk around to see it, or you can go up to the top of the dome.",Jan 2020
Germany,Reichstag Building,5.0,"This was a must see in Berlin... beware there’s high security to enter the building, with ID & bag checks and metal detectors. The self guided headsets are very informative, and it’s a cool building.",Nov 2019
Germany,Reichstag Building,5.0,You should visit this heart of the nation building in Berlin.Architecture is beautiful and the visit is free to the dome.You should apply for the visit online.And mask are mandatory.,Aug 2020
Germany,Reichstag Building,5.0,"The rooftop tour with Berlin sights is excellent and worth the whole visit. Remember to prebook your visit since you need tickets, even though they are free of charge. You also need to pass a security check.",Dec 2019
Germany,Reichstag Building,4.0,"we just visited the outside of the building,(you need to book in advance to go inside).we were here to celebrate my husbands 60th birthday.a very impressive building.",Feb 2020
Germany,Reichstag Building,5.0,Well worth visiting as a truly unique experience. There is no other building that has such a variety of historical significance and architectural wonder. The restaurant on top is a once in a lifetime experience and dodges the queue!,Sep 2019
Germany,Reichstag Building,1.0,"Boring, boring, nothing to see, get along, go on there, boring, go to X-Berliner-Berg or straight to the Schlacktensea. Love, though. Etsy loves it!",Jun 2020
Germany,Reichstag Building,5.0,"The Reichstag is a fabulous historical building, It is essential to book for visits and at the time of writing tours were only being run on weekends so we were unable to visit the interior or climb up the glass dome. Its a great photo spot and the park adjacent is a lovely place to while away a few hours and is very popular with the locals. Top tip is to book ahead as long as possible as at the moment,entry is very restricted",Jul 2020
Germany,Reichstag Building,4.0,"Stunning piece of architecture, not to mention all the historical significance this building has, nice surroundings to boot.",Jul 2020
Germany,Reichstag Building,4.0,"Were could only see the outside of this amazing building. What great architecture, and amazing to see. Whilst it was rebuilt following the war is still has spender and gravitas.

You are able to go inside, if you book a tour, and go up the dome. It looks directly into the parliament itself and also I am advised there is somewhere to eat up the top.

Take the time to look ahead and book to get inside as we believe we have missed out, but failing that view the building from the outside to be astounded.
Read more",Jul 2020
Germany,Reichstag Building,5.0,"The building of the German Parliament has an interesting, rich history. You can book (do it in well advance!) a guided tour (obviously about the history of the building, how the parliament works, the occupation of the building in WW2) inside the building, or just visit the glass dome and enjoy the view of Berlin.",Aug 2019
Germany,Reichstag Building,5.0,We loved visiting here - the 360 degrees view was incredible and the audio guide was fascinating. The queue also went down quite quickly. Definitely worth a visit.,Aug 2019
Germany,Reichstag Building,5.0,"Reichstag is a must see while visiting Berlin. Plan ahead to book your ticket online or plan to wait a long line to get tickets. The modern glass dome on the classic building is incredible beautiful. From both inside and outside of the dome, we can see the view of Berlin. The building houses the German Parliament. We can learn some history from photographs inside of the dome.",Aug 2019
Germany,Reichstag Building,5.0,"We visited the Reichstag on invitation of my cousin who lives in Berlin. You have to pre book your visit online and submit passport details of you are not a German citizen, no worries around this.

To enter, you must first make it through an airport style security hall. I had my grandmother in a wheelchair and they made it very accommodating for her. We were taken personally to the lift due to having to go through some security critical areas. Once there, we were loaded into the lift first before we picked up a lot more people in the floor above. The lift then takes you directly to the top dome.

The views were excellent and you receive a free audio guide to talk you through what you can see. There is a very long spiral walkway up to the top and the audio guide is designed to know where you are on that walkway, then giving you information about the building and the views beyond.

At the top there is a viewing platform where you can rest and view the sights. Then follow the other spiral walkway which takes you back down, again, the audio guide is giving you timely information.

Overall, this is a wonderful place to visit, i would even pay for the privilege, but the fact it was free made it even better!
Read more",Nov 2019
Germany,Reichstag Building,5.0,THis is a must see while visiting Berlin. Don't forget to book your ticket online in advance or you may not be able to visit the building. The glass dome is incredible.,Jul 2019
Germany,Reichstag Building,5.0,"Book in advance to secure your spot and you'll be grateful you did. The view of the city from the top is fantastic (we went 09:45 in early Feb and were lucky to have clear skies), and I love the fact that the public have a view down into the chambers.

Definitely use the free audio guide on offer (it comes in lots of languages) and take time to really look at the photos and information on display. My husband and I learnt a lot.",Feb 2020
Germany,Reichstag Building,4.0,Even just to stand outside and admire the architecture is a good experience. The building survived the war but was not allowed to be used as a parliament building until after the Cold War ended.,Oct 2019
Germany,Reichstag Building,4.0,You should probably include the Bundestag when visiting Berlin for the grandeur of it's architecture for an hour or so,Apr 2020
Germany,Reichstag Building,4.0,"We arrived in Berlin, and decided at the last minute to visit the Reichstag building. We had not booked in advance. I checked online and saw that there was ONE slot left! 9:45PM. We took it. When I checked back the next day I saw that the next possible visit was 2 weeks away, so do what we did at your own risk. Glad we got to go.

The building was interesting to visit as it has a lot of history, including its burning as the Nazis came to power. Great view from the top and the glass dome. You can also walk around their exhibit and see the history of the building.
Read more",Feb 2020
Germany,Reichstag Building,5.0,Important tip : Register for free in advance to visit the Dome of the Reichstag. I would recommend starting your trip to Berlin by a visit to the Reichstag first. Easy to get to by the metro. Spectacular views and information of history .,Apr 2020
Germany,Reichstag Building,5.0,"The Reichstag Building is the current home of the German Parliament, and as such, boasts a prime location on the banks of the River Spree. Over the years, it’s survived Nazi rule, wars, bombings, the country’s division and even a fire. In 1933, only four weeks after Hitler’s rise to power, the Reichstag Building was subject to a mysterious arson attack and almost destroyed by flames. Following the fire, the police conducted a search and accused a Dutch council communist of starting it. He was arrested, as were four communist leaders soon after. Hitler then urged the president to pass an emergency degree, which led to the mass arrests of the entire Communist Party of Germany and left the Nazi Party unchallenged. This enabled Hitler to consolidate his power.

The Reichstag Building’s present-day appeal, however, lies on its roof rather than its history. The large glass dome offers visitors a 360-degree view of the surrounding Berlin cityscape. Mirrors integrated in the dome reflect natural light and illuminate the parliamentary chamber below. From an architectural standpoint, it’s unique and seemingly futuristic. From a photography standpoint, it’s very visually pleasing and many of you will find different and creative ways of capturing it.

I visited during the day and found it breath-taking. I read online that after dark it’s even better! The dome is free to visit but an online registration needs to be filled out and submitted prior to your arrival.
Read more",May 2019
Germany,Reichstag Building,5.0,"There is so much information to absorb on a visit, you really need to have a guide, ours was excellent and easy going, there was the odd dumb question from the group but they were dealt with in a polite and courteous manner. Its an amazing building and experience, make sure to bring photo id or you won't get in!",Feb 2020
Germany,Reichstag Building,5.0,"The Reichstag is a main edifice of the Bundestag - the German Parliament (the lower house) in the very city center, 5 min walk from the Brandenburg gate. It's a remarkable bldg with a significant history, so seeing only the exterior is far from enough for any serious traveller. Therefore, I recommend booking a tour of it.
And, I suggest doing that as soon as possible - beware, it fills up quickly.
The process is very easy on the Bundestag website, it's totally free and you can do that for 3 months in advance. There are several options to choose from, but I recommend a guided tour followed by the Dome visit.
Have in mind, you cannot either climb the Dome without prebooking and written confirmation (you can take your chance by queuing outside if they have spaces left, but why should you do that when you can arrange everything with no stress).
You book a date and a time slot (you have an option to name 3 of them that best suit you, and you'll be assigned one of them). You have to be there 30 min prior the assigned time WITH a PRINTED voucher (confirmation). Be prepared for airport style security.
The tour lasts around 90 min during which you must not leave your guide. It's very informative and interesting and you visit various parts of the Bundestag. Best part is naturally the Reichstag main debate room where the Parliament meets with the enormous eagle, designed by a Dutch architect. Beside that you're taken to other parts of Bundestag via underground hallways, like the part where're the member's offices across the library (which is the third largest in the world) and visit the small drawers hall where are drawers of all Parliament members through history with the exemption of the Nazi period whose drawer is black. The only thing I doubt being authentic are the Soviet soldier's graffiti when they captured the bldg - they look too fresh for a 75 years period.
After the tour you're left on your own to admire and climb the fabulous glass Dome and enjoy the views from the Reichstag terrace.
Count on around 2-2,5 hrs for the entire experience, which is really a must do in Berlin and absolutely free.
Read more",Feb 2020
Germany,Reichstag Building,5.0,I was totally blown away by this building. If you like architecture then you’re bound to be moved by this. It’s almost out of this world. Take time to climb to the top.,Oct 2019
Germany,Reichstag Building,5.0,"We were unsure what to expect with this tour but were blown away by the experience. After having visited the Capitol and White House in DC we expected this tour to be similar but could not have been more wrong. The building was rebuilt to be contemporary yet also historical at the same time. Having the guided tour is very worth the effort as you are able to get a true sense of the ideology and ask all the questions you didn't even know you would have. The building and governmental system represents a shift of the mindset that is truly unique. The design specifically addresses the atrocities of the past and their commitment to never repeat them. A must on anyone visiting Berlin.
Read more",Feb 2020
Germany,Reichstag Building,4.0,"A mixture of renaissance and post modern architecture, the building stands proud and restored. Beautiful!",Mar 2020
Germany,Reichstag Building,4.0,"You have to book in advance vis their website. It was a very interesting and informative tour. The various stages of German history and the relationship to the building was very well explained, as was the make up of the current parliament.
Inside the building is very plain, but has kept a lot of its historical features eg the Russian Graffiti from the second world war. Unfortunately was unable to visit dome as it was closed as a precaution (Covid - 19).
Well with it.",Mar 2020
Germany,Reichstag Building,5.0,"We had enjoyed a wonderful dinner at the Käfer roof top restaurant at the Reichstag building one Monday back in February and afterwards went on to explore the glass dome of this iconic building. It was well after 10 o'clock in the evening and we virtually had the place to ourselves. We had time to read all about the history of the building before slowly walking upwards & around in a spiral towards the very top. The nighttime views of Berlin were fantastic.

I was fascinated by the large mirrored cone in the centre of the dome which apparently directs sunlight into the building. It cleverly allow views right the way down to the main debating chamber a long way below. And I learned that the whole idea of allowing the public access above the debating chamber was to symbolize that people are above the German Government - this certainly wasn't the case during the Nazi years. And the futuristic design of the dome, created by the British architect Norman Foster was designed to herald a departure from Nazism to a modern, reunified Germany.

At that time of night there were hardly any other visitors - just numerous security staff who were more than willing to chat and explain things. I didn't realise, for example that there is no roof at the top of the glass dome - it is open to the elements right up there.

All in all this felt like a private visit to one of the most significant landmarks in Berlin, probably Germany and possibly the world. Unforgettable!!!
Read more",Feb 2020
Germany,Reichstag Building,1.0,"We booked this Monday at the booking office opposite, for an early Tuesday afternoon visit, on arrival on Tuesday at our allotted time, were told they had closed it the previous day for the day of our visit. It would have been useful if they had taken an email address when we booked, at the time of booking, as it messed our days plans up",Mar 2020
Germany,Reichstag Building,5.0,Free and nice visit to this historical building - would definitely recommend for those who want to explore Berlin more deeply.,Jan 2020
Germany,Reichstag Building,3.0,Worth going to visit if in the area just to have a look. We didn't go in it so not sure what the view was like but it was a cloudy day so wasn't worth spending the money.,Oct 2019
Germany,Reichstag Building,4.0,"I prebooked the free tour a couple weeks before my trip in January and had no problem getting my first choice of time/date. I was in Berlin for a week in January and the weather was unseasonably warm and clear for my visit; with the exception of the day of my Reichstag tour. It was a cloudy, drizzly, and cold morning when I arrived at the security checkpoint. My tour time was one of the first that morning and there was no waiting; I went right in and went through the airport style security check. From there, a group of tourists was escorted inside the building and to the lift. At the top of the elevator, there is a counter where they hand out the audio guides (the audio activates automatically at different points in the dome). The audio tour is interesting. You can walk around the roof area as well as go up the circular ramp to the top of the dome. It is an impressive building with an interesting history and on clear days, you get a great view of Berlin. The prebooking makes it difficult to plan your visit around the weather (the day before was a picture-postcard, beautiful-blue-cloudless-skies day.
There is a cafe on the roof which can also be prebooked and there are public toilets near the audio guide counter/lifts.
Read more",Jan 2020
Germany,Reichstag Building,5.0,"My partner and I visited The Reichstag when we took a surprise trip to Berlin. As we didn’t know we were coming to Berlin, we had to research everything when we arrived. Luckily, we researched the Reichstag as you HAVE TO BOOK TO GO IN THE GLASS DOME!!!

It’s free to book, and we were lucky going in January as I believe it would’ve been harder to book a day or two in advance if it was a busier time.

The Reichstag was incredibly interesting and it was very secure (as expected) but it didn’t feel rushed looking around. Once inside, you had as much or little time as you wanted to explore the glass dome.

I would say, don’t go on a rainy day as we couldn’t look outside as much as we would’ve liked! However, it was a lovely and educational experience.
Read more",Jan 2020
Germany,Reichstag Building,5.0,"I think many people do not know that they can book in advance and visit the dome for free. I sure didn't, but I'm glad my friend did! We got to see the views and lights of Berlin at night during Christmas market season. (You book to visit during a specific time frame). This is one of the coolest experiences I have had in Europe overall. I had no idea people could enter the dome so it was an amazing surprise when my friend told me she had planned it for us.",Dec 2019
Germany,Reichstag Building,5.0,"My wife and I tried to visited the reichstag a couple of years ago was blissfully unaware at the time of the requirement to book in advance, so was disappointed to find that we couldn’t enter.

I planned ahead this time and booked just under 2 months in advance (just google reichstsg tickets and follow the official link - tickets are free). Well worth the 5-10 minutes that it takes to apply if you book early enough and your desired date/time slot is still available .

On arrival have your letter of invitation (this will be emailed to you) and official ID such as passport or drivers licence with you. Airport style security will provide entry to this building with a huge amount of history behind it.

Free audio tour head sets available in a variety of languages at the top of the lift. I won’t spoil the rest of it... Enjoy.
Read more",Mar 2020
Germany,Reichstag Building,4.0,"The dome is a spectacular building and there is a lot of interesting information at its base.
We were provided with clear English audio guides to support our tour up and down the dome.
We booked a few days in advance and confirmed names for the second part of the booking process and this all went smoothly.
The early time slot and cold weather meant that the glass surrounding the dome remained very misted and difficult to see our of.
Read more",Mar 2020
Germany,Reichstag Building,5.0,"We went to this building in December. Since we had no pre booking; we booked at their kiosk across the street.
The place is well organised with high level security.
We were escorted to the glass dome were we received automatic voice guide headsets
The guides were so informative and we learnt a lot.
We had our 8 year old and toddler on stroller.",Mar 2020
Germany,Reichstag Building,2.0,"The view was amazing we had a great time up until we were leaving. My sister and I had asked a security guy who was not busy, simply talking to his colleagues which way the exit was. He shouted aggressively the exit is that way. Then he stomped over to us turned the exit sign (which was faced the wrong way) around slamming it down onto the floor throwing an actual tantrum like a toddler! He turned the sign which was still facing the wrong way and glared at us. Walked off to his friends and spoke about us in their own language. We were completely shocked and it really ruined our whole night. He was one of three at the desk by the lift, we visited on 7th March 2020 at 9.30pm. It was disgusting how we were treated! We all have bad days but don’t bring it to work.
Read more",Mar 2020
Germany,Reichstag Building,4.0,"You have to be shepherded in through security and up to the dome in large groups, which is a bit of a pain, but once up there you can take your time admiring (and gently climbing) the Richard Rodgers-designed dome and checking out the 360 degree views. Loved it.",Mar 2020
Germany,Reichstag Building,3.0,"Ok nothing special but the lift experience will stay with me forever - for all the wrong reasons .
We booked for the 09:45 session
Security was smooth and easy... then the lift up to the dome
The lift was very full then they squeezed more and more people in - after a visit to the Holocaust memorial I found this very very disturbing
The dome itself was ok nothing special ( nice view of Berlin) , the cafe a bit posh ( more restaurant than cafe)
But will always remember the visit for the horrendous lift experience
Read more",Mar 2020
Germany,Reichstag Building,5.0,"Security is very tight, so prepare for a flight security and dont take along stuff that causes probelms.
Book well in advance otherwise a long queue. . My Berlin friend booked for us both to go. A passport is required, you take this around all the time in Germany so dont forget it now. Staff are efficient and kind.. Non German citizens cannot go into the Parliament hall. The Cupola is our target. The access is well organised - I suggest you get as early appointment as possible though. Lovely views. Coffee and snacks available at the top terrace. Souvenirs are available , also a daily Parlament paper , mine is in German being a German speaker
Read more",May 2019
Germany,Reichstag Building,5.0,We got a late appointment and it was a rainy night so we almost didn't go. We were glad we did as it is such an interesting architectural structure. We loved how they saved the facade but modernized the building. Being in the dome felt almost like being a fish in a bowl on that rainy nite: I imagine in the spring or a clear night it might be even more magical. Definitely worth making the reservation....it's FREE!!!,Feb 2020
Germany,Reichstag Building,5.0,"This free, self guided tour must be pre-booked for security reasons. We arrived ahead of our appointed time but didn't have to wait. There was a certain amount of bureaucracy and unnecassary ""herding"" of visitors but once on the observation platform there was plenty of room to move and admire the views. The free audio guide points out all the sights, tells you about German politics and the construction of the dome. What an amazing piece of architecture! Well done Norman Foster!",Feb 2020
Germany,Reichstag Building,5.0,"Prepare your documents and make an appointment before hand. And then, come back to enjoy the great visit.",Feb 2020
Germany,Reichstag Building,5.0,"We were advised a few days before to apply. It brought us to an amazing building, fantastic views and a combination of old and new. There was strict security to be ecpected so give time to get through this aspect. The booklet was great and the audio really gave you the view points. A must visit.",Feb 2020
Germany,Reichstag Building,5.0,"3 days before our trip I booked this, the only available times for the 3 days we were there was 9.45 pm and one of the days at 8 am.
we got up for the 8 am visit and were really pleased we made the effort. Building and views are fantastic. The audio commentary is clever and stops and starts as you look at different buildings and views. We found it very informative and would recommend a visit if you are in the city",Feb 2020
Germany,Reichstag Building,5.0,We took a trip to the dome at night to look out over Berlin and it was definitely worth it. The staff were very efficient at getting us up and in and we could spend as long as we liked up there. The dome is beautiful and the views of the city are very pretty. The dome design also makes it very easy for people with mobility issues to see everything.,Mar 2020
Germany,Reichstag Building,5.0,"If you are looking for free views of Berlin, this is the best place to go to. Just make sure you sign up for entry a few weeks before so that there are spaces available. It was quick to get into. The security were a bit rude in terms of not speaking to us properly but I guess that is what you get when you are going into a government building. What I loved about the dome is the free audioguides. I learnt a lot as the guides gave enough detail about the city. I would deinitely recommend when in Berlin.",Feb 2020
Germany,Reichstag Building,5.0,"Worth a look round, it is free to go up and they provide a headset tour. Would recommend arriving early to book a time slot. We went up in the evening which was still lovely",Mar 2020
Germany,Reichstag Building,5.0,"The building is actually more impressive up close in real life. Truly monumental. You have to book ahead but it all worked smoothly on the day and we were quickly up to the dome.

There are information panels giving you a good overview of how the building sits at the heart of German history. The free audio guide kicks in as you walk up the dome describing all the landmarks of Berlin. You can walk around the roof too.

All in all an essential part of a visit to Berlin and even better it is totally free.
Read more",Feb 2020
Germany,Reichstag Building,5.0,"It's iconic and represents German determination and resilience. It is a symbol of retaking the promising past of Berlin, which was an important cosmopolitan progressive cultural center and an important city for many ""firsts"" in LGBTQ history in particular, away from the dark presence of a very sinister era. The dome is beautiful and it's fun to go to the very top (it seems). I couldn't do it as I was too tired after walking two days in Paris, then two days in Vienna.... The view is gorgeous. Keep in mind that you should make a reservation to go in during the high season especially. Very annoyingly, you need to go through a security checkpoint and it takes forever to get up to the top. It's far worse than the same experience at the airport. I was here in the low season and it was bad. Be prepared! If you are going to Käfer, the really great restaurant at the top, make sure you make a reservation and arrive with much time in advance due to the security nuisance which will make you very late if you dont take it into consideration.
Read more",Feb 2020
Germany,Reichstag Building,5.0,"Amazing building with fabulous views of the city. You have to apply to visit the dome before you travel to Berlin but it's simple enough & is an absolute must visit, it's also free. Free audio supplied & lot's to see.",Feb 2020
Germany,Reichstag Building,5.0,"We took a walking tour which ended at the dome in the Bundestag; loved seeing such an innovative, stunning building.",Feb 2020
Germany,Reichstag Building,3.0,"The Reichstag itself was amazingly interesting however, we had a guided tour and the tour guide wasn't great. they made so many things that were interesting dull.",Feb 2020
Germany,Reichstag Building,5.0,Pre-booked visit to dome. Unobtrusive security process to start tour. Booked slot late in afternoon to get sunset albeit we had short hail storm. Fascinating commentary via free tour headphones.,Feb 2020
Germany,Reichstag Building,5.0,"This was first on my list when researching things to experience in Berlin and it did not disappoint. The building of course is steeped in history, and the Norman Foster-designed dome was a particular highlight.

We listened to the English audio tour and this was informative about the structure and the wider context and geography of Berlin.

The tour was free, but requires booking in advance and is subject to security checks upon entry.
Read more",Feb 2020
Germany,Reichstag Building,5.0,"We timed our visit for dusk and were rewarded with great views as the sunset and then the city lit up. The building has a rich and varied history and is currently a working seat of government. The story is told well in the foyer of the dome and gives you a real sense of purpose. The walk to the top is interesting and rewards you with a fantastic centrepiece where you can sit and marvel at the views.
You have to be on the ball and book in advance, the bonus being it’s free! We worth a visit when you’re in Berlin.",Feb 2020
Germany,Reichstag Building,5.0,"The Reichstag building is quite the monument with rich history and magnificence that any visitor to Berlin should never miss to visit. Entry is free and one receives an audio guide that activates automatically in the ramps. One should book early enough. It is an exciting activity that my 7 year olds enjoyed just as much. I recommend mid-day visit, we went at night at 1800h and we could not get a good view of the city building as described by the audio guide.

This is worth your time.
Read more",Feb 2020
Germany,Reichstag Building,5.0,"I prebooked a free tour of the building and the tour of the dome, it’s pretty amazing that it’s free in the first place and secondly the tour itself was really enlightening, with an excellent guide and showed us the places we would have never seen ourselves or even if you just go to the dome. The views from the dome were ok, the views from the TV tower were much better. If you are interested in history and/or politics, this is a great little add-on to your programme in Berlin.",Feb 2020
Germany,Reichstag Building,5.0,"A tour of the dome is an absolute must for great views across the city. We went at night when it was quiet. Pick up the audio guide which gives a useful explanation of the scene and the development of the building. Highly recommend, booking in advance is essential.",Feb 2020
Germany,Reichstag Building,3.0,"Another wet walk around this building.
Not a lot to see as need to book to visit the dome.
A shame really.",Feb 2020
