attraction,country,review,score,trip_date
Grand Place,Belgium,We were quite unlucky as there was a big concert at the time. We were able to see the place but sadly not in its full beautifulness.,4.0,Sep 2021
Grand Place,Belgium,"all the streets lead to the Grand Place and it is really practical to find your way around the city, very beautiful place with pretty monuments",5.0,Sep 2021
Grand Place,Belgium,"This is stunning square. Very beautiful Nice place to be , this is a big square on the centrum of the heart of brussels,,",5.0,Sep 2021
Grand Place,Belgium,"My wife is in a wheelchair with limited mobility, which means she can get out and walk a few meters if she has to. She definitely had to in order to see this square. The streets leading into it had cobblestones that were so uneven I couldn't push her so she had to walk in while I pushed the chair behind her. Good luck if you can't walk at all.
Once we got in the pavement was a bit smoother so I could at least push her but every few meters we would come to a bone-jarring stop as we hit an uneven space and were stopped dead in our tracks. But we did make it around well enough to take some photos then we had to walk her out at the end.
So you may be thinking that the next best alternative would be to take some sort of mobile tour: a car, bus, whatever. Well we did that. We had an electric Rickshaw pick us up at our hotel so we could leave the wheelchair behind and he took us for a nice tour of the sites. Well, a lot of them anyway. When it came to Grand Place all vehicles are banned because of terrorism fears so we couldn't go in. So if we didn't take that wheelchair trip we would have missed it completely.
I did get a lot of nice pictures of the square, both in the morning while it was deserted and while it was lit up at night. Unfortunately I had to leave my wife back at the hotel and go by myself in order to do it.
Read more",2.0,Sep 2021
Grand Place,Belgium,Nice big open space with loads of restaurants and shops around with amazing architecture and buildings.,4.0,Sep 2021
Grand Place,Belgium,"While walking I had discovered this large impressive square with all these moniuments, very beautiful architectures",5.0,Aug 2021
Grand Place,Belgium,Simply one of the most beautiful squares we have seen in Europe!! Make sure to see it at night!! Area around the Grand Place is packed with good eating places and great pubs!,5.0,Sep 2021
Grand Place,Belgium,"Amazing,beautiful place, one of the best square in the world, Amazing building around,must to see,,,",5.0,Sep 2021
Grand Place,Belgium,"Cool place to visit, lots of shops and restaurants that open to late. Amazing in the day and at night. Can get quite crowded though.",4.0,Jul 2021
Grand Place,Belgium,"Amazing place in the centrum of capital of Europe,grand place one the best and amazing place in the world,,worth visit,,must to see",5.0,Aug 2021
Grand Place,Belgium,"I visited Brussels several times but never got amazed and honestly I try to avoid it on my travels to Belgium as much as possible. Yet I have to admit that their main square is outstanding, one of the most beautiful squares in the continent, if not the most beautiful at all and it is definitely a must see in Europe.
Last time I visited at the nice summer evening. The atmosphere was very relaxed and it was a pleasure to be there.",5.0,Jul 2021
Grand Place,Belgium,"Without any doubt, the best city square I have ever been in Europe. Beautiful both at day and at night",5.0,Jul 2021
Grand Place,Belgium,You will be amazed by the beauty of these stunning historic houses. Definitely a must see place. The city hall is a work of art.,5.0,Aug 2021
Grand Place,Belgium,"There was a jazz festival and the whole Grand Place was lite up.

Atmosphere was amazing and would go back again anytime.

Loved how it was all lite.",5.0,Aug 2021
Grand Place,Belgium,"One of the best square in the world is here center of Brussels, amazing building, beautiful must to see when you are in Brussels",5.0,Jul 2021
Grand Place,Belgium,"There is not much to write about the place, because every tourist or resident or anyone who happens to be in the city will come to the Grand Place at some point. One should just look up, look around and admire the beauty of the place. Not to be missed!",5.0,Jul 2021
Grand Place,Belgium,"One of the most beautiful Place I've ever seen. I love how it feels like a very closed Place, just surrounded by beautiful architecture",5.0,Jun 2021
Grand Place,Belgium,"I visited it back in July 2014, during summer, but I would like to see it when they cover it with a big “carpet” of flowers!",5.0,Jul 2021
Grand Place,Belgium,"Impressive and wonderful, even better at night. One of the best squares in the world in my opinion. Having some drinks/coffee at night there is really great.",5.0,Jul 2021
Grand Place,Belgium,"The old and new European architecture is amazing. One of the largest market square in Rurope. Worth a visit. We did the horse chariot ride for 30 mins and it covers the most of the nearby tourist places.
A day well spent.",4.0,Apr 2021
Grand Place,Belgium,You can't visit Brussels without visiting the Grand Place. Even though covid meant the restaurants were shut it is still spectacular to visit.,5.0,Feb 2021
Grand Place,Belgium,Very nice area to stay and linger and learn about its history. So many opportunities to taste dishes. Buy souvenirs and learn new local specialties.,5.0,Jan 2021
Grand Place,Belgium,Must visit place if you are Brussels. Loads of beer and coffee shops near by. There are other palaces just right in front of Grand place. You are going to love it if you admire architecture.,5.0,Jan 2021
Historic Centre of Brugge,Belgium,"Bruges is such a beautiful and magical city. It truly is amazing. The structures, churches, canals, everything is wonderful.

it's difficult to stop taking pictures. Every turn there is something amazing.",5.0,Oct 2021
Historic Centre of Brugge,Belgium,"The Historic Centre of Brugge is just amazing. We were walking from the railway station to the heart of the town.
The whole city is like a museum with lovely buildings, canals, shops and restaurants.
A MUST TO SEE, while you are in Belgium!",5.0,Oct 2021
Historic Centre of Brugge,Belgium,Amazing city. Lots of nice architecture. Very clean and safe. Lots of people over the weekend. Really worth 3 days visit.,5.0,Oct 2021
Historic Centre of Brugge,Belgium,"We enjoyed the city center, Bruges is a great city easy to walk, one of the more picturesque towns in Belgium,,,strongly recommended",5.0,Sep 2021
Historic Centre of Brugge,Belgium,"wonderful hitoric town; unesco heritage ,nice place to be , bruges is like an open museum , love to go visit again",5.0,Sep 2021
Historic Centre of Brugge,Belgium,We once saw a movie called In Bruges which had a theme of everyone should visit Bruges once before they die. They were spot on.,5.0,Sep 2021
Historic Centre of Brugge,Belgium,"This is probably the prettiest city in Belgium, and thus we have been here several times, stayed overnight, had dinners, the whole experience. The best part is to walk around and savor the architecture or take a little cruise on the canals. This is the lovely center.",5.0,Jun 2021
Historic Centre of Brugge,Belgium,"amazing town amazing food great people full of chocolates
take the tour to see the town still all main things are near the big square in town",5.0,Aug 2021
Historic Centre of Brugge,Belgium,"A must see must do city. everything is at walking distance. Apart from the city, chocolate and beers. what a great combination!",5.0,Aug 2021
Historic Centre of Brugge,Belgium,"Bruges is relatively unknown in the United States and, although we travel a great deal, we were not much aware of it. In fact, it is one of the most beautiful cities in the world.

Bruges was one of the richest cities in the world around 1400 and the architecture and city grid are very much intact from that period to around the mid-1600s. It has wonderful buildings, canals, decorative elements, and buckets of charm. You can have a delightful time in the historic center, and you will find endless surprises if you go outside of it.

Bruges is one of those cities where the city itself, rather than a particular building or site, is the star of the show. San Francisco, Prague, and Amsterdam are in the same boat.

The atmosphere and ambience around the city is wonderful. There are great restaurants and shops and it's just fun to explore.
Read more",5.0,Aug 2021
Historic Centre of Brugge,Belgium,"You have to try the different beers in the oldest pub in town, you have to try the excellent chocolate truffles",5.0,Jul 2021
Historic Centre of Brugge,Belgium,this is one of those places that if you visit once you will want to come back its really has a lot to do in the main area or its just great to walk around all the historic sites or just sit near a canal and watch the world pass by,5.0,Aug 2021
Historic Centre of Brugge,Belgium,"The historic centre of Bruges has a lot to offer for those looking to shop, visit musea or just relax by the waterside. Stunning views of the catherdral from the main square.",5.0,Jul 2021
Historic Centre of Brugge,Belgium,"Always nice to be in Bruges (morning, afternoon, evening), walking in the small streets, buy chocolate/beer.",5.0,Jul 2021
Historic Centre of Brugge,Belgium,"In the amazingly Small Hotel of the world De Tuilerieën, refurbished by the amazing interior designer Pieter Porters. I once heard an amusing anecdote from them: some Japanese tourists asking to reception when 'the museum' would close in the evening. I totally understand the confusion because it is difficult to imagine a more historic universum than in 'Bridge'.",5.0,Mar 2021
Historic Centre of Brugge,Belgium,"We went to the light festival in Brugge. Despite of COVID, crowd was ok. It was really beautiful. Hope they will do that every year",5.0,Feb 2021
Antwerpen-Centraal,Belgium,"Just another old, big station like others I’ve been to and through! So, ether if you are or not, looking for diamonds…!?
You come to the right place!
But, look around! 👍😉💪",4.0,Oct 2021
Antwerpen-Centraal,Belgium,This central station is simply magnificent…the old architecture and beautiful design make it something unique. It is also very central and walking distance to some areas of interest. The zoo is right next to the central station and is an interesting attraction to visit.,5.0,Oct 2021
Antwerpen-Centraal,Belgium,this is the most beautiful train station in Europe probably the world. the ceiling alone is worth a visit. it is pretty massive in the new section where the inter national trains are.,4.0,Sep 2021
Antwerpen-Centraal,Belgium,"I was there for a short time. The building was nice, the place was too crowded. I attached one picture. Actually the place is not really a must to see.",3.0,Sep 2021
Antwerpen-Centraal,Belgium,"Even if you don't use train as your transportation, stop by and enjoy the view. I believe it's worth the visit.",3.0,Aug 2021
Antwerpen-Centraal,Belgium,"Taxi Meter were way too much high.. its starts at €8.00. The driver denys and stupidly blames the Taxi Meter. He insisted that it's the normal tariffs.
My Husband told him that we often takes taxi and told him that his ripping us off. The man becomes defensive So we cancel the ride.. we get out just few meters further at the side of the Station. And took DTM Taxi instead. I personally recommend specially to Tourist to take DTM Taxi or UBER",1.0,Aug 2021
Antwerpen-Centraal,Belgium,Really one of the most beautiful train station in Europe (and maybe in the world). Stunning when you had the first step inside. But be aware: you can t take picture on the platform!,5.0,Aug 2021
Antwerpen-Centraal,Belgium,"Located in Central Station, the train station entrance is really beautiful and has some beautiful architecture outside",4.0,Jul 2021
Antwerpen-Centraal,Belgium,"Great building, you would never think it's a train station. There is only one like that in the world. You must see it when being in Antwerp :-)",5.0,Jun 2021
Antwerpen-Centraal,Belgium,"Antwerp train stating is amazing, such a beautiful building, always a joy to arrive and see such beautiful architecture.",5.0,Jun 2021
Ghent City Center,Belgium,"great walk and very beautiful sunny weather , was superb to visit gent and we had nice experience in visiting all famous places",4.0,Oct 2021
Ghent City Center,Belgium,Great alternative to the crowds in Brugge. Very different energy in Ghent as a university town. The medieval section is much smaller then Brugge.,5.0,Oct 2021
Ghent City Center,Belgium,"This is a perfect spot in Ghent to enjoy some food, maybe mussels, a beer, and take in the incredible architecture and history in this part of Ghent.",5.0,Oct 2021
Ghent City Center,Belgium,A great place to hang out and people watch--gorgeous by day and by night. Very romantic. Lots of tourist-y food.,5.0,Oct 2021
Ghent City Center,Belgium,"My husband and I came in on the train from Bruges. Leaving Bruges, the directions were clear and easy. Once in Ghent, the experience was quite the opposite. We could not figure out which tram to take to Saint Bevos. Help was scarce and misdirection was also common. St. Bevos personnel were at best courteous but more inclined to scold. The virtual tour was shorter than other tours Why? Who knows. The altarpiece was magnificent. The rest was lacking in any type of spiritual renewal. Ghent, itself was dirty and many of the shops were closed. Instead of spending the day in Ghent, following the Rick Steves self guided tour, we scurried back to Bruges.",1.0,Aug 2021
Ghent City Center,Belgium,"Reaching city center is complicated and a few weeks later we received 150 Eur fine because our car was not registered(???), even though our car meets all anti pollution standards.... UNACCEPTABLE! go to Bruges instead, much nicer !!! And you are not treated this disgusting way",1.0,Sep 2021
Ghent City Center,Belgium,"My wife and I didn't know what to really expect from Ghent. But once we turned the corner and saw this beautiful area, we truly fell in love with it! It is definitely one of the most beautiful and underrated city in all of Belgium and Europe! Just stunning architecture at every corner!",5.0,Sep 2021
Ghent City Center,Belgium,"Terrific tourguide, fantastic tour! So cool to roam the streets of Gent with a pack of tourists at night and to hear all about Gents mideavals whereabouts. Sebastien made history come alive with his stories. We do want to emphasize that the Dutch didn’t just take the flowerbusiness from Gent, the Gentenaars let us take it from them.",5.0,Sep 2021
Ghent City Center,Belgium,Lots of people everywhere as well as garbage and filth in the river. Hated this place compared to amazing Bruges.,2.0,Aug 2021
Ghent City Center,Belgium,"Just loved Gent! I visited the city by day and by night and both visits were equally awesome! By day, the city is very lively and just gorgeous (even when it rains). By night, all the buildings light up and there is plenty of choice in nice pubs!",5.0,Jul 2021
Ghent City Center,Belgium,"A very nice city to visit with family. When we were there, it was raining nearly always. So it was a bit nuisance but still we had a great time. Just one thing be careful with traffic, especially if you’re driving a car. There’re so many weird sections where you can make a mistake and get penalized high fines.",4.0,Jun 2021
Ghent City Center,Belgium,A beautiful city with great history and friendly people. Lots to visit and you can spend the whole day here indulging in its historical culture,5.0,Apr 2021
Ghent City Center,Belgium,"We’ve found this cafe while we were very desperate to eat warm food before 17:30. We’ve got as a compliment a shot of lemonade with a touch of orange blossom water. Food was delicious. Shawarma with marinated beef and pickled vegetables was warm, crunchy full of taste and fresh. Watch Out! Don’t forget to prepare CASH.",5.0,Feb 2021
Montagne de Bueren,Belgium,Here is the best part of Liege. Many steps to go up and see the view of Liege. I like this place and the location near it is also good.,5.0,Sep 2021
Montagne de Bueren,Belgium,When you want to have a wonderful view you have to climb those steep stairs. You find them in the old city center in the most charming part of Luik.,4.0,Apr 2021
Atlantikwall Raversyde,Belgium,"I say open air... There are interesting housing, fortifications, tunnel networks and much more to give you a great feel for how these defences once functioned. Exceptionally well put together and highly recommended...",5.0,Apr 2021
The Markt,Belgium,"The center of Bruges is just wonderful. It is vibrant with several restaurants and cafes in a medieval surrounding.
It is stunning!",5.0,Oct 2021
The Markt,Belgium,"The Market Square is pretty much the center of Bruges, with the bell tower, as well as a row of restaurants you have likely seen countless times in travel literature and on postcards.

This is one of those places where the ambience is part of the fun. It’s a beautiful Medieval square. Even the newer buildings have Medieval elements so that they will fit in better. There are usually 6-12 horse carriages and the bell tower frequently chimes.

At one time, the canals came up to the edge of the square (hence the market), but today the closest canal is a few blocks away. Of the buildings on the square, you should make a point of visiting the town hall.

One note: the row of restaurants on the square looks great, but take a look at the reviews before you try one. There are many nearby restaurants that don’t appeal primarily to tourists where you might have a better experience. Your choice.
Read more",5.0,Aug 2021
The Markt,Belgium,You can avoid to visit the Grote markt when you are in a Flanders city. A typical spot with golden decorations on the buildings and the municipality of the city. Very nice.,5.0,Aug 2021
The Markt,Belgium,"A timelessly beautiful square which has to be seen if you visit Bruges - stunning gabled architecture and the impressive Belfort. There’s nothing quite like a coffee or a beer on a terrace as you watch the hustle and bustle of tourists and locals, bikes and carriages. Be warned though: your drinks bill here will be way higher than in one of the quieter squares off the beaten track!",5.0,Aug 2021
The Markt,Belgium,"Lovely sights, lots of tourists, and a plethora of restaurants. Shopping options everywhere. Traffic too, so watch your",5.0,Jul 2021
The Markt,Belgium,"It's beautiful and a must place to visit if in Brugge. Great location and close to many other touristic location. Though all the restaurants are closed and offer only delivery or takeaway, still a beautiful place to visit.",5.0,Jan 2021
Gravensteen,Belgium,"Great place to visit, BEST Audioguides that I have heard After many many tours! Well done! Would recommend this just for that alone, interesting views and castle. Light on artefacts but still wort a visit!",5.0,Oct 2021
Gravensteen,Belgium,"This was a great place to visit, especially on a rainy day. The audio tour was very helpful. It is a self-guided tour. Not many artifacts on site, but it is worth 30-45 minutes of time when in Ghent.",4.0,Oct 2021
Gravensteen,Belgium,The one-hour audio tour was funny and informative. Buy tickets in advance--they were sold out when we tried to buy tickets at the castle.,5.0,Sep 2021
Gravensteen,Belgium,As a teenager I thought this castle was amazing. For the audio guide... It was hilarious!!!! The English guide made the hole experience 20 times better. Me and my family all really really enjoyed it and I highly recommend it.,5.0,Oct 2021
Gravensteen,Belgium,"Well... Nothing special. It's a bit broken castle with empty rooms with primitive drawings. More impressive outside than inside.
Many people liked audio guide but for me it was boring.
However, it should be fun to visit this castle with children. And a view from the roof is nice.",4.0,Sep 2021
Gravensteen,Belgium,"Learn the story behind its construction and all the horrors that took place within mixed with a great love story all with a fun audio guide written by a Belgian comedian.

Our favorite site in Ghent thanks in large part to the great audio guide !",5.0,Sep 2021
Gravensteen,Belgium,"This was our favorite building in all of Ghent, a city that had so much character and stunning architecture. We actually ate lunch at restaurant Neptune directly next to it. The castle is beautiful especially at night all lit up!",5.0,Sep 2021
Gravensteen,Belgium,"Great sightseeing, make sure to take pics from the top! We enjoyed the free audio tour as well but would have preferred to have less humorous description from the guide speaking! it was too cheesy at times!",4.0,Aug 2021
Gravensteen,Belgium,"Audio tour by Belgian commedian was really nice!

If you plan to visit on a Rainy day, dont forget to bring an umbrella as a part of the audio tour is outside.",4.0,Aug 2021
Gravensteen,Belgium,"Great visit - lovely castle, and really cool. Audio tour in English is oriented towards an adult crowd, and if you have you kids, watch them because there could be some nasty falls. Location is great. Tour was ""adult"" funny. Well maintained - will return, but with an older crowd.",4.0,Jul 2021
Gravensteen,Belgium,You can enjoy the city view from the castle . This will be a good experience without any doubt. Very good location next to many bars and restaurants,5.0,Jul 2021
Gravensteen,Belgium,We had a really nice time visiting the castle. The audio guide (at least the French version) is super fun.,5.0,Mar 2021
Gravensteen,Belgium,"The place is amazing, I would suggest visiting. But the audio guide is trying too hard to be funny. Mostly telling bad jokes without giving enough information about the history of the castle.",4.0,Jan 2021
Citadelle de Dinant,Belgium,"Together with the church and the bridge, the scene created is the typical one that you want to have on your picture from Dinant.",3.0,Aug 2021
Citadelle de Dinant,Belgium,"Dinant is fantastic.

The citadel has amazing views and is also fantastic to look at from the other sude of the charles de gaule bridge.

Very interesting and lots to see.",5.0,Apr 2021
Citadelle de Dinant,Belgium,"There are a few different ways to get to the citadel. 1) Drive to the top and park. 2) Take the cable car. 3) Take the stairs.

I paid for the cable car. 10 Euros per person was outrageous, but I paid because I didn't feel like walking up the 400+ steps at the time. The cable car ride itself only lasts for maybe 2 or 3 minutes. The 10 Euros also covers the cost of entrance to the citadel.

There is a café, giftshop, toilets (not free), and a small museum inside the citadel. Of course, you're afforded wonderful views from the top.

Arguably the main attraction in Dinant and when the weather is fine it's a rather pleasant experience.
Read more",4.0,Mar 2021
