country,attraction,score,review,trip_date
Austria,Schönbrunn Palace,4.0,"It’s not Versailles so keep that in mind when you go. Smaller though the grounds are huge, too much for walking the whole grounds for us. The palace was fine, audio guides helpful. Not too many people fall 2021 with Covid so manageable.",Sep 2021
Austria,Schönbrunn Palace,5.0,Beautiful palace with a beautiful gatden and a zoo. Free entrance to the garden. You see history in your footsteps from the last century,Sep 2021
Austria,Schönbrunn Palace,1.0,"You pay 22€ per person to see 40 small rooms. I have been to many palaces , these on looks big on the outside but the tour takes 1 hour! Doesnt worth it. I should have given my money to the poor instead.
The ”glorious” rooms are smaller than the rooms in my house.
Oh by the way…photos and video is not allowed because they sell you a ”palace guide” in the end for 8€.
10 min by metro from the centrum.
I wasted my money and time.
Please dont go
Read more",Sep 2021
Austria,Schönbrunn Palace,5.0,"What a lovely palace! We bought spontaneously a ticket. We could take the tour oy after waiting 7 mins. A shame you are not allowed to take pictures insife. We really loved it. The palace is beautiful and there is plenty to see! If you are there, make sure to visit the garden. Take a walk uphil and enjoy the scenery. Definaty worth the hike up!",Sep 2021
Austria,Schönbrunn Palace,5.0,"Kind of a must-see/do on any first visit to Vienna. With a palace, a maze, a café, a labyrinth, gardens...there should be something for most people and ages to enjoy.

We opted for the classic pass, which gave us access to:
- 40 rooms in the palace (including the ""millions room"" and more)
- the gloriette rooftop (which provides a fantastic view of the city, and a much better view than if you were to look out from the ground floor of the gloriette due to the trees)
- privy garden
- a maze (which was actually a little tougher than I thought it would be, which made it fun)
- labyrinths (that are more for a younger crowd, I'd say)
- orangery garden (which was the most underwhelming part of the package)

A few tips:
- When hiking up to the gloriette, there's a zig-zag path ""straight"" up in the sun, but there are also diagonal side paths in the shade.
- No big packs/bags in the palace, but you can have a little backpack (think, like, a little track bag size).
- If you do the classic pass, prepare to spend 3-4 hours in all.
- Take your time in the palace--there's a lot to see--and definitely get the (included) audio guide.
Read more",Sep 2021
Austria,Schönbrunn Palace,4.0,"This is an absolutely huge complex, including the gardens and you definitely need several hours to do it justice.",Aug 2021
Austria,Schönbrunn Palace,5.0,"Visiting The Schonbrunn Palace is a must. If you didn’t want to go inside , at least visit the gardens which are free to the public. We used “Get your Guide” tour guides and had Alessandra as our guide. She was so knowledgeable about the palace and knew so much extra! You can feel she is passionate about history and the palace and it’s grounds. If you plan to visit Vienna, please don’t hesitate to use getyourguide which I happened to find while browsing for tours. She was on time, very conscientious and considerate. Even though it was rainy , she made the most of it and kept us outside as little as possible during the rain. The only downside, was
Read more",Aug 2021
Austria,Schönbrunn Palace,5.0,"Beautiful palace with a great garden for a long leisurely walk. No wonder the Habsburgs made this beautiful place their summer residence and spent there up to 9 months a year. I'd recommend to take a guided tour, otherwise you won't be able to see the whole complex.",Aug 2021
Austria,Schönbrunn Palace,5.0,I've seen a lot of palaces and castles. Schonbrunn is definitely unique. As opulent the palace is the gardens are ten times more enticing. Definitely a place to see,Aug 2021
Austria,Schönbrunn Palace,5.0,We had a great tour guide and frankly it does boil down to who you get because they give such interesting fun facts about what happened in certain rooms of the palace. Super educational and really gives a lot of insights on the Habsburgs though it focuses more on Emperor Franz Joseph and Empress Maria Theresa than the overall royal family.,Aug 2021
Austria,Schönbrunn Palace,5.0,"We allowed a day, which gave us enough time to see the main house, some of the gardens, outbuildings and so on. As this place has so many reviews, just 2 points particular to us:
1. Had to come back next day with our son, a keen botanist, to view the greenhouses (separate ticket/ entity); these seemed to close earlier than other parts of the park (may not always be the case, recommend u check).
On that second visit, we walked to Schönbrunn all the way from down town Vienna. Taking the route we took, where the last part is facing the palace itself (coming down the Johnstraße) is disappointing, as the road comes through significantly less attractive parts of Vienna and the views of the palace were less than we had expected. Anyone keen to walk from town to the palace may want to check for a nicer route.
Read more",Aug 2021
Austria,Schönbrunn Palace,4.0,Expensive but worth the price. Plus points for free audio guides. Requires some walking from metro station,Aug 2021
Austria,Schönbrunn Palace,5.0,"This place is so large and the gardens so nice you should expect to spend a half day here. Take the guided tour (with a human and not audio guide) if you have the time to spare. Walk the gardens, enjoy the fountains. Grab a quick bite to eat (lunch) at the Gloriette - expect a good view of the city not food that's to stand up and cheer for; but that's not to say it's not bad. Call it average. And continue with the carriage museum and the imperial chapel. Doesn't sound like much? Well, at a brisk New Yorker city pace it took a bit over 15 minutes to get from the Gloriette to the exit of the palace and another 5 minutes to walk to the carriage museum. Throw in all the camera candy and it's more like a 25-30 minute walk. Get the picture now? I arrive at 09:45 and didn't leave until 2pm.
Read more",Aug 2021
Austria,Schönbrunn Palace,5.0,"Beautiful place, massive grounds. Currently visitor numbers are very low, 1000 a day Vs 8000 normally so very very nice to tour.

We took the grand tour, without the extra gardens and also an English speaking tour guide. Was truly excellent. Don't feel we missed out as the public gardens are enormous and lots to walk around. The tour guide brought history to life as we further explored the opulence if the hasburgs.",Jul 2021
Austria,Schönbrunn Palace,5.0,"I first visited the Schonbrunn Palace 2 years ago, in January 2019, and I returned this June. Sice I was a child I wanted to visited it. The Palace is trully amazing and luxurious. Part of the gardens of the complex are free of charge and you can spend half of a day walking around. I recommend to visit during spring or summer, in order to see tha gardens bloomed and green.",Jun 2021
Austria,Schönbrunn Palace,5.0,"Here on Vacation, service and food were excellent, I would definitely recommend, and I would most definitely return. Beatrice my Russian date was amazing, miss her everyday.",Jun 2021
Austria,Schönbrunn Palace,5.0,"This is best place in Vienna.Must see .Also gives good city view.
It has nice park and it has big area where everyone can maintain safe distance",Jun 2021
Austria,Schönbrunn Palace,4.0,Little overrated but fun nonetheless... would be nicer if the food available inside the grounds would be more affordable,Jun 2021
Austria,Schönbrunn Palace,4.0,This Palace is breath taking. I felt like I stepped back in time just to marvel at this architectural phenomenal.,May 2021
Austria,Schönbrunn Palace,5.0,Beautiful palace full of history and beautiful gardens. It have a lot of places for great pics. Easy parking two blocks away.,Jan 2021
Austria,Schönbrunn Palace,4.0,"Something you have to visit when in wien, a magnificant palace with a very big garden area. Due to covid we could not go in the palace but we visited it before so we can recommend. Even just from outside us great smd of course the gardens are amazing",Jan 2021
Austria,Salzburger Altstadt,5.0,"I visited Salzburg for 2 weeks (taking day trips to nearby towns). It's cute with a lot of history. It's a little touristy, but most places are. Besides, it's nice to be able to find the food you want when on vacation.
I loved hiking in the surrounding hills too! The locals are so nice and I felt so relaxed while there for 2 weeks.
Will come back!",Oct 2021
Austria,Salzburger Altstadt,4.0,Had a really lovely day wandering around and seeing all of the attractions that we hoped and expected to see. Wouldn't want to return and felt that a day was enough... Just made it a full one.,Oct 2021
Austria,Salzburger Altstadt,5.0,"What a beautiful town. This small city is a must when visiting Austria. The castle up the hill, the old buildings, art, music and food. All excellent",Oct 2021
Austria,Salzburger Altstadt,4.0,"A typical European old town, do not expect too much if you have been in the old town of other popular European cities. Worth visiting once!",Aug 2021
Austria,Salzburger Altstadt,5.0,Simply fascinating to walk around and watch the old buildings and the people. So much to see around here..,Aug 2021
Austria,Salzburger Altstadt,4.0,"A beautiful historical city center. The only diffect is that looks a museum, in the evening there is few real life.",Aug 2021
Austria,Salzburger Altstadt,2.0,A great baroque city with spectacular buildings. It is a shame that the atmosphere is so cheap and touristy. Could be so much nicer.,Jul 2021
Austria,Salzburger Altstadt,5.0,"We briefly visited Salzburg in 2019 and dearly wanted to return for a longer visit. However, while we are fully vaccinated, due to the muddling around by the EU with vaccines we are now making plans to visit UK. Such a pity...",Mar 2021
Austria,Fortress Hohensalzburg Castle,4.0,"I enjoyed my visit to Hohensalzburg Fortress (Castle)! Great views! Nice walking around and getting a treat at a cafe there. Yes, there's not a lot to see but still is interesting. One reviewer said they weren't given a map, but there were maps at the booth where you pay the admission. I think it's worth the admission fee.",Oct 2021
Austria,Fortress Hohensalzburg Castle,5.0,"With not much interest in going on a tour of the fortress, it was preferable just to view it from the outside and wander up to the base of it for views over the city.",Oct 2021
Austria,Fortress Hohensalzburg Castle,2.0,Nothing special about this fortress - not good value for the money. No maps provided so we wandered around aimlessly.,Oct 2021
Austria,Fortress Hohensalzburg Castle,5.0,The biggest and best preserved fortress in Europe. The views are nice and the access by the cable car is dramatic...,Oct 2021
Austria,Fortress Hohensalzburg Castle,5.0,"The castle grounds are clean and you feel like your in a new city. Basically, it is it's own city; several small restaurants (one with an exceptional view).",Sep 2021
Austria,Fortress Hohensalzburg Castle,4.0,"The castle is wonderful..it is located in the middle of the historical part of Salzburg..unfortunately I reached it from the wrong side, so I had to climb up on foot, which was difficult , especially since before that I was at the top of the untersberg ..but I went down using a technical cart..the exhibits inside the castle are wonderful and the same is the view of the city ..as soon as we got down from the castle we found in front of us in the middle of old Salzburg and restaurants..a must experience",Sep 2021
Austria,Fortress Hohensalzburg Castle,4.0,"The fortress' commanding position on top of a hill high above Salzburg, offers beautiful views of the old city of Salzburg, as well as the surrounding areas. On a clear day, these views are unbeatable. The interior of the castle offers some rather impressive rooms (the delicate woodwork is especially noteworthy).
We did not like the fact, however, that the organization of the interior museum has been recently rearranged, such that now you cannot exit after simply visiting the archbishop's rooms, and you need to make your way through the entire military museum as well - even if military artifacts are the last thing on your mind, and even if, in these COVID times, you'd rather minimize the time you're staying at a crowded indoor space.
Read more",Sep 2021
Austria,Fortress Hohensalzburg Castle,5.0,"Great panoramic views of the city and the Alpes. No need to climb, just use the funicular. All-inclusive ticket is worth it",Sep 2021
Austria,Fortress Hohensalzburg Castle,5.0,Had a fabulous day exploring the fortress. So much to see! Would suggest you buy the all inclusive ticket if you have a few hours to explore - it allows you into all of the museums. Lots of history. The views are spectacular. Lunch at the Fortress panoramic restaurant was delicious. I had the Jumbo Kartoffelin with smoked salmon. A baked potato with a yummy sauce and smoked salmon and a salad - fun presentation.,Sep 2021
Austria,Fortress Hohensalzburg Castle,5.0,"An excellent site with fascinating exhibits. The fortress is very interesting to walk around and has superb views of the old city. There are multiple exhibit areas in different parts of the fortress - about the history of the city, the history of the fortress, the arsenal used etc. All exhibits were fascinating - I spent there 3 hours and could have spent more had I had the time.",Aug 2021
Austria,Fortress Hohensalzburg Castle,4.0,"A woderfull sight of the city, The regiment museum is quite interesting. The structure of the castle is well maintained.",Aug 2021
Austria,Fortress Hohensalzburg Castle,2.0,"The only one objective in Salzburg having door man at history museum without English speaking .
The lady in charge with checking Covid proof and entrance ticket is knowing Deutsch and Romanian --not acceptable at such a big objective.",Jul 2021
Austria,Fortress Hohensalzburg Castle,5.0,"First of all, I have to say how impressed I was with the efficiency of the experience, and the care regarding COVID protections. Everyone present vax cards (or similar clearance) before getting on the funicular, and registered for contact tracing via cell phone/text. (Why wasn't everyone doing it this way?) With all that, they kept the lines moving and it was a quick and fun trip to the top. There were several ways you could go at the top. The views outside were fantastic. The tour through the fortress I thought was quite interesting, and the information in each room was available in English as well as German. I wasn't sure I wanted to bother going up, but so glad that I did.
Read more",Jul 2021
Austria,Fortress Hohensalzburg Castle,5.0,Taake the funicular to the fortress and enjoy this magnificent building and its fine views. Enough to see and do ( also for kids) and there is a digital tourr available with explanations,Jul 2021
Austria,Fortress Hohensalzburg Castle,4.0,"The exhibitions except for the golden chambers are lackluster. However, even with the Salzburg Card, you have to buy a separate ticket for the golden chambers after 11 a.m.! Pure greed. Another disappointment is that the workers appear overworked, unmotivated and really unfriendly.",Aug 2021
Austria,Fortress Hohensalzburg Castle,4.0,"The exhibitions except for the golden chambers are lackluster. However, even with the Salzburg Card, you have to buy a separate ticket for the golden chambers after 11 a.m.! Pure greed. Another disappointment is that the workers appear overworked, unmotivated and really unfriendly.",Aug 2021
Austria,Fortress Hohensalzburg Castle,5.0,"An impressive fortress and incredibly well presented. An enormous amount of information, well-presented. I don't think I've ever seen our 15 year old so engaged at a museum.",Jul 2021
Austria,Fortress Hohensalzburg Castle,5.0,Iconic Castle on a hill overlooking a beutatiful city . Worth the price of admission for the views and history lesson,Jul 2021
Austria,Fortress Hohensalzburg Castle,4.0,"The castle is a long climb above the city.
It is an impressive castle and the artifacts are interesting. The explanation, in German and English is in simple language - this is the castle's policy.
Worth an hour's visit.
The ticket includes the funicular train back down.",Jul 2021
Austria,Fortress Hohensalzburg Castle,4.0,I took the tram to go upstairs. save your legs to tour the town. I didn't find the monastery so interesting yet the view from above is amazing.,Jul 2021
Austria,Fortress Hohensalzburg Castle,5.0,Pretty nice place however I expected a bit more from it. The view is amazing but the museums were pretty small and not very entertaining.,Jul 2021
Austria,Kunsthistorisches Museum Vienna,5.0,"A lot of famous paintings can be saw here. It's not so big, about 5 to 6 rooms but there are art of very famous artists. I'd recommend 1 hour to visit inside and another hour to visit the gardens",Oct 2021
Austria,Kunsthistorisches Museum Vienna,4.0,"Great museum with a very nice interior design. Excellent art exhibition with a variety of paintings from many famous painters. Also, very nice departments with antiquities from Egypt, Oriental, Roman and Greek civilizations. It's well organised but you need enough tme to see everything. However, I'm disappointed as I noticed that everywhere in the museum the inscriptions were both in German and English, while in the Greek section were only in German. When I asked some of the employees why this is happening, noone knew which the right answer was.",Oct 2021
Austria,Kunsthistorisches Museum Vienna,5.0,"As a Belgian this museum is a must do as it contains one of the most impressive collections of Flemish and Dutch painters in the world. Especially the Breughel room is art at its best. Some of the legendary paintings that were shown to me in school were available here. The Greco-Roman and Egyptian parts of the museum were a bit dull to be honest, especially compared to other museums like the Pergamon museum. The coin collection at the upper floor is only for the real art fans. The collection of Italian and French paintings is also downright impressive, but didn't appeal to me as much as the Flemish and Dutch paintings. The price of admission is a bit steep imo, but the building itself is also a tour de force of architecture and worthwile the price. I stayed here for three hours, but you can lose yourself an entire day here.
Read more",Oct 2021
Austria,Kunsthistorisches Museum Vienna,5.0,"A place of pilgrimage for all art lovers. The building itself is a masterpiece, but the collection is absolutely fantastic. Titian, Caravaggio, Bruegel, Velazques, Vermeer and many many others. And all of them are on a permanent view. Add here temporary exhibitions and you’ll get yourself an art paradise! A must in Vienna! Don’t miss out.",Sep 2021
Austria,Kunsthistorisches Museum Vienna,5.0,"I was not only impressed by the collection in this 3 floor museum, but the gorgeous palace it is housed in!! I took hundreds of photos and none of them did it justice.

I perfer the sculptures and artifact more than the painting so I would start there. Really impressed by the number of items from Hapsburg Empire as well as many other ancient artifacts.

I had lunch in the cafe which was also a real treat.",Sep 2021
Austria,Kunsthistorisches Museum Vienna,4.0,"Really large comprehensive collection of valuable objects and paintings. If to select one museum in Vienna, this is the place to visit. You could easily spend a whole day there. Better than Belvedere for example. no waiting lines in Aug 21",Aug 2021
Austria,Kunsthistorisches Museum Vienna,5.0,"What a building! What a collection! I love this museum so much and the Rothko exhibition in 2019 was amazing!

They have a permanent collection that blows my mind over and over again. Very heavy meaningful paintings from late medieval times to Renaissance and Baroque paintings. So much mythology and iconography packed in one place. I love the café under the dome and enjoy my coffee (and breakfast) in this opulent place that has very interesting acoustics!

Can only recommend. One of my favourite places in my home town.
Read more",May 2021
Austria,Kunsthistorisches Museum Vienna,5.0,"The world famous Kunsthistorisches Museum is really amazing, you can't miss it because it's huge, full of an incredibly high number of masterpieces of all the ages and it's placed in a worderful palace: worth the ticket price!",Feb 2021
Austria,Kunsthistorisches Museum Vienna,5.0,"You could easily spend a full day exploring all the exhibits, there is such a large range of exhibits and art from the range of Hasburg periods. What is standout though is the building itself, spectacular, very decadent and deceptively enormous. Look at the ceilings and make sure you stop for sauertarte and coffee at the cafe!",Jul 2021
Austria,Kunsthistorisches Museum Vienna,5.0,"We visited Vienna last week and since we haven´t been to the Kunsthistorisches Museum before, decided to go for it. The museum is one of the best we have been to, with paintings of Bruegel, Rembrandt, Vermeer, Rubens, Titian among others and the Spandrels of Gustav Klimt in the main staircase. The restaurant was lovely although we did not try it. Definitely a must visit museum when visiting Vienna.",Jul 2021
Austria,Kunsthistorisches Museum Vienna,5.0,"Unbeatable holdings in this stunningly beautiful museum. It's truly a must if you are visting Wien. Do not miss the Bruegels, the Van Eycks, the Durers, etc.",Jun 2021
Austria,Kunsthistorisches Museum Vienna,5.0,"The museum is well organized and has interesting collections. The building itself is an architectural jewel, similar with it's sister that hosts the Natural History Museum, also located in Maria Theresien Platz. The ticket price is 16 euros for an adult and I think it totally worth it. When I visited this June, there was an antique Egyptian and Greek collection, which was super intereseting, well organised and cared for. The painting collection is also amazing and contains pieces from famous painters and artists. You need at least half of a day to see it and enjoy it as it deserved. Last floor hosts a cafe, where the staff is really nice and you can feel as a royalty.
Read more",Jun 2021
Austria,Historic Center of Vienna,5.0,First time visit in Vienna for a business trip and I really enjoyed the historic centre. Wonderful buildings. Beautiful architecture. Very clean streets.,Nov 2021
Austria,Historic Center of Vienna,5.0,Best to experience by walking. Nice houses and sights to see. Better to visit in spring or autumn. Online reservation for highlights is recommandable!,Oct 2021
Austria,Historic Center of Vienna,5.0,"Beautiful city. I had high expectations and I still loved it. Would probably go back one day. Clean, with beautiful people",Oct 2021
Austria,Historic Center of Vienna,5.0,"I learnt a lot and loved the sense of history.

I did not go to any cafe's or restaurants as I was on a work trip and had limited time, but I hear that these can be pricey. So I am just basing my review on wandering around and looking :-)",Sep 2021
Austria,Historic Center of Vienna,5.0,"Nice place to walk, many shops and buildings that can be seen. You can easily spend some hours just on the streets here. A must! 😊",Sep 2021
Austria,Historic Center of Vienna,5.0,"It is majestic, shows art, culture and history of a capital that was once one of the greatest historical capitals in europe",Sep 2021
Austria,Historic Center of Vienna,5.0,"Lots of gorgeous architecture, cool statues, interesting museums, and nice churches (including Stephansdom, in which you can climb up the towers--for 5.5 euros--and get great views of the city).",Sep 2021
Austria,Historic Center of Vienna,5.0,"I am an early walker and I was able to enjoy the historic center throughout the day. There is a different feeling to it early morning, with locals going to open the shops and cafes around. You seat somewhere for coffee, and once you are out it suddenly is buzzing with countless people walking in every direction. The buildings are beautiful and will have you walk with your head up looking at the intricate decorations. I walked 30km in a single day around it going from place to place. One of the more beautiful historic centers in Europe.",Jul 2021
Austria,Historic Center of Vienna,5.0,"Things to do in Vienna with limited time availability. Walk though great buildings, museums, the cathedral and enjoy this special atmosphere.",Apr 2021
Austria,Historic Center of Vienna,5.0,Great buildings and a lot of good attractions and museums. The cathedral is amazing and the atmosphere is really special,Jun 2021
Austria,Historic Center of Vienna,5.0,"If You are there, there are many options what to do, but don't miss the Sissi Museum, which is quite new exhibition!
Mozart Caffe nearby! In good weather You can take a tour by Royal e-cars!",May 2021
Austria,Historic Center of Vienna,5.0,Elektrobeleuchtung Selak often visit the center of city of Wien when you can enjoy in walk and sightseeing. We are impressed bz city lights and lamps / beleuchtung because this is also our occupation.,Jan 2021
Austria,Historic Center of Vienna,4.0,"Take your time to walk through it as there is so much to see and do. Even in covid times a lot to do and still see from the many churchs, historical buildings and shopping or resturants.
It will take hours but fully worthwhile.",Jan 2021
Austria,Schlossberg,4.0,"To get up to the Schlossberg (castle hill) to can either use the elevator at a too high fee or climb the 260 stairs. If you do the latter in summer, you will get the smell of different plants and trees as a bonus. Up there, the views over Graz are magnificent.",Oct 2021
Austria,Schlossberg,5.0,"It is a must to visit the castle hill in Graz.
We went up by lift and it was a memorable ride! The view was really cool not to speak about the clock tower.
An absolute must!",Sep 2021
Austria,Schlossberg,5.0,"A must visit place in Graz! If you are visiting Graz anytime in the future, you should give a try to visit this place to see the real skyline of Graz. Summer time is highly recommended for better view.",Jun 2021
Austria,"Hallstatt Skywalk ""Welterbeblick""",1.0,access to Hallstatt is near impossible in a motor home in October. All motor home car parks are closed and all other car parks have height restrictions. Staff are rude and unhelpful. I imagine this to be a beautiful place but clearly Hallstatt doesn’t care for tourist money.,Oct 2021
Austria,"Hallstatt Skywalk ""Welterbeblick""",5.0,"We visited Hallstatt and we went up to the Top of Hallstatt attraction by funicular.
We took some photos about the amazing view from the World Heritage View Point. Don't miss it if you are in Hallstatt.",Sep 2021
Austria,"Hallstatt Skywalk ""Welterbeblick""",1.0,"The view is nice, but I've seen nicer. Expensive tickets for the funicular, not worth the money and the view. Staff is very rude, everything was a bit unorganised. Would skip it and don't recommend it.",Aug 2021
Austria,"Hallstatt Skywalk ""Welterbeblick""",5.0,"I walked up through the path which leads behind the church. The path is steep all the time but in good condition and no climbing is required. It takes some effort to reach the top but you can walk in your own tempo. Along the way there are amazing views of the lake and Hallstatt. There are also a lot of benches where you can rest. You can walk in trainers. The view from the platform on top is indescribable. I can read how crowded is usually there, but because of corona situation there were only a few people when I was there. This is an ideal time to visit tourist besieged places. It was also easy to get parking place in Hallstatt, because there were so few tourists. I recommend walking up and enyoj the view all the way.
Read more",Jun 2021
Austria,"Hallstatt Skywalk ""Welterbeblick""",5.0,"We took advantage of the quiet times of Corona and visited Hallstatt. We went up the mountain on foot, good shoes and a head for heights are necessary. And yes of course the view is great.",Mar 2021
Austria,Designer Outlet Parndorf,5.0,"Question: We are planning a shopping day for the 25th of October at your Outlet Village. As we need to drive 150 km's from Slovakia to get there, I would like to make sure that we'll be able to take full advantage of your offers. One of the reviewers mentioned that you can register on a website in advance and one can pick up a card for additional discount at the Information kiosk, is that correct? I was looking through your website but could not find where to register for this additional discount card. Would you be so kind as to post a link with the web address that would take me there? Many thanks in advance!
Read more",Oct 2021
Austria,Designer Outlet Parndorf,5.0,Located at 30min from Wien this outlet offers all (most) brands that you would expect. The outlet is shaped like a cute village with also some resting areas. The parking is sufficient but extremely small individual space. Register online upfront to get the 10% discount voucher on all shops that you can pick up at the info desk.,Oct 2021
Austria,Designer Outlet Parndorf,2.0,"I’ve been there many times, and I’m used that not every time your shopping is fantastic. But this time shops excelled with outdated clothes and staff, felt like pandemics hit the industry and only old staff not sold before 2020 was sent there. Probably the best to wait some time gor clothing industry to recover before going there again.",Sep 2021
Austria,Designer Outlet Parndorf,5.0,"Hello. We want to come in 29th November maybe buy some stuff for christmas. We will still Find some Good prices from black friday?
I can’t wait to visit it.",Sep 2021
Austria,Designer Outlet Parndorf,4.0,"Great shopping plaza, need full day to be reserved, but it worth to spend time. Wide choice of world-known brands by reasonable prices. Not every shop has offer just for you, but at the end of day shopping bag became solid. The negative is that food curt is not at all such rich as a shopping brand, problematically to get not fast food with normal service and normal prices.",Aug 2021
Austria,Designer Outlet Parndorf,5.0,"When will be the next late night shopping in Designer outlet Parndorf? Maybe in august?

Thank you in advance for your answear.",Aug 2021
Austria,Designer Outlet Parndorf,5.0,"Very good deals and beautiful atmosphere.
I needed more than one day to shop

When does winter sales period begins in 2021-2022 ?",Jun 2021
Austria,Designer Outlet Parndorf,5.0,Do you have pinko bags in any store since pinko does not have a separate store in your outlet? Help please if you know,Aug 2021
Austria,Designer Outlet Parndorf,5.0,"Very good deals, easy access and nice parking. I needed more than one day to shop.

When do the summer sales begin and end in 2021?

Thank you!",Jun 2021
Austria,Untersberg,5.0,"The mountain peak is wonderful and the views from it are amazing.. One of the most beautiful things I have seen, although I have visited many places in the Alps.. Approaching the splendor of the Swiss Alps.. The access to the summit is by bus 25 from the main Salzburg train station till the end of the line , when you get out of the busy you will find the cable car station just in front of you. And as soon as you go up the mountain, you will know your way and find the whole city of Salzburg below you, as well as the river and the surrounding green attractive mountains.. Choose a day free of clouds, rain and with a good temperature to enjoy .. and have sport shoes with you that fit the slopes.. don't forget to bring juice or something to drink with you. The place is suitable for children and the degree of ruggedness is slight, but it is a bit difficult for wheelchairs and strollers.. The only problem is the crowding of people in the cable cars.. I benefited from the Salzburg card to ride the bus and go up to the mountain by cable car for free.. That activity is in my opinion the most important if you go to Salzburg
Read more",Sep 2021
Austria,Untersberg,4.0,"Is also included in the Salzburg Card.
Be sure to pick a day with good wheather, otherwise you will miss out on the spectacular views. The ride looks scary because of the large span to the first pole, but it is smooth.
We went up and made the hike to the hill with the cross, like most people do. It's not that far but it's still a climb and you get nice views, also on the Eagle's Nest in Berchtesgaden. Top it off with lunch at the Hochalm Gasthof next to the lift and you will have spent three hours on the trip.
You can also hike to the Eishöhle and the Lentz cabin, but that is more for advanced walkers, and requires a whole day.
Walking shoes are advisable, if not necessary. Also take warm clothes, the wheather at the top can change quickly.
As to Corona: the 3G check was done before boarding.
Read more",Aug 2021
