attraction,country,review,score,trip_date
Staromestske namesti,Czech,"Beautiful square. So excited when I was here. View of the church, museums, restaurants, bars, music. This is the heart of the city",5.0,Apr 2021
Staromestske namesti,Czech,"On this square you can see history basically everywhere. Dominated by the huge astronomical clock (Orloj) which chimes every hour on the hour. Its a breathtaking experience. The square is hosting a beautiful artisan market during Christmas and Easter, unfortunately due to COVID none of this is possible.",5.0,Mar 2021
Villa Tugendhat,Czech,We visited only the garden because visiting of the villa was completely sold out. But even from the outside it is impressive and beautiful.,5.0,Oct 2021
Villa Tugendhat,Czech,"This unique house is alone worth coming to Brno. It's beautifully and thoughtfully restored and preserved from the insides, to the herb garden and the grounds. You really get a feeling of how it was to live in this architectural break through house. You'll even get to see how the mechanisms of the house worked (air, heat...).
The staff is very knowledgable, various languages is a given.",5.0,Jun 2021
Villa Tugendhat,Czech,"I’ve had better days out in IKEA. At least there you could sit on the chairs. If you sport a man bun, salmon pink shorts, and a white linen shirt, I’m sure you’ll have great fun discussing the originality of the carpets and the inner-workings of the boiler room. Thank goodness we were wearing masks lest we be seen yawning. Beware: escaping is easier said than done.",1.0,May 2021
Diana Lookout Tower,Czech,"The funicular runs till 19.00...so plan your trip.it's right behind the Grand Hotel Pupp. There is a kiddy zoo,restaurant,butterflies... and a lift going up!",5.0,Sep 2021
Diana Lookout Tower,Czech,Breathtaking views that will knock your socks off! Take the elevator or stairs-not a bad hike-and take in the breathtaking views.,5.0,Aug 2021
Diana Lookout Tower,Czech,"This unique location offers a view over the whole Karlovy Vary area. Situated on the hill in the forest. You can get there by foot, but the path is pretty steep. You can also take the funicular, but be prepare to wait in line for at least 30 minutes. Once upstairs )) you can not only visit the Tower but also take a nice walk in the forest. You can also find a butterfly house, mini zoo and a restaurant next to Diana.",4.0,Jul 2021
Spilberk Castle,Czech,The Spilberk Castle is located on a hill and can be reached by walking through a nice park. It includes several interesting places and activities and offers great views over Brno. It has an interesting history and definitely worth a visit.,5.0,Jul 2021
Charles Bridge,Czech,"A must if you are in Prague, it is truly a beautiful and captivating bridge with Statues all the way across.",5.0,Nov 2021
Charles Bridge,Czech,Simply MAGIC and ICONIC!!! Ideal to go there aftrer sundown (or very early in the morning if you want to avoid tourist crowds).,5.0,Oct 2021
Charles Bridge,Czech,"Yes, the Charles Bridge is often the busiest site in all of Prague for visitors; however, it's also a site worth navigating through your fellow tourists to enjoy for both it's historical and aesthetic value. We viewed it from the river cruise first and then walked across, and both were fine experiences. It's beautiful in the day and especially at night, plus the many monuments along the railing teach you so much about the challenges and triumphs of the city's past. Don't miss it.",5.0,Oct 2021
Charles Bridge,Czech,"Don't get me wrong, this is a beautiful bridge, and it's worth visiting. But bare in mind, it's packed with tourists and people selling cheap crap.",3.0,Oct 2021
Charles Bridge,Czech,"This bridge is very nice, but also the most crowded place in the city.
I would advise to go at night when is less people and also the coolest view of the 2 towers.
Only down part of it is that at night is hard to see the sculptures.",5.0,Oct 2021
Charles Bridge,Czech,"people doing drugs. drinking. street robbers,and to make things worse. man ,lady having a turd aka poo. then just walked of. ?",1.0,Oct 2021
Charles Bridge,Czech,"The iconic view of Prague. It really is as impressive as the photos show, so even if you consider it a ""touristy norm"", it should still be added to your list of sights to see.
Best piece of advice: wait along the river banks in the evening and watch the lights come on bit by bit. It is even more spectacular when it's all lit up and the ambient is just romantic.",5.0,Oct 2021
Charles Bridge,Czech,I was looking for it thinking it might be too far to reach. But when I was there I saw all the scenique buildings with lights and sun and buildings surrounding it was impressive. Want to revisit again to enjoy it's different season views,4.0,Oct 2021
Charles Bridge,Czech,"Well worth a visit, the bridge is a great sight,with the statues and vendors, the views up and down the river and of the castle . It is a must do if in prague",5.0,Oct 2021
Charles Bridge,Czech,"A spot in Prague not to be missed!!!

Amazing place for its location, the view, the atmosphere... If you like taking pictures of your trips, this is one of the most amazing points. You can have in one side the Castle, bridges, mountain, forest... obviously the river and more bridges in both sides of the Bridge, and then in the other side you can see the old town behind you, the cupulas, churches, etc.

Really nice atmosphere with excellent painters, live traditional czech music, people walking aroung... Lovely place.

Worthy to be visiting both during the day and during the evening/night to enjoy the lovely views.
Read more",5.0,Oct 2021
Charles Bridge,Czech,"Charles Bridge connects Old Town to Lesser Town and is a pedestrian bridge with street musicians, artists, and vendors. The Statutes on the bridge are beautiful and the the history of the bridge and the statutes is very interesting. Be sure to walk across the bridge as part of a tour or with a guide that can share all of the history of the bridge and its statutes with you as you cross.",5.0,Sep 2021
Charles Bridge,Czech,"Prague without walking the Charles Bridge would be missing the biggest tourist attraction . And it is worth it. There is a lot of history behind it. It connects the ""old Town"" with the area below the Palace complex. The view of the river and the Palace hill is spectacular by day and night.",5.0,Oct 2021
Charles Bridge,Czech,"I LOVED walking across this iconic bridge. The details of all of the statues along the bridge is amazing. The bridge crosses over the Vltava River which runs through the Czech Republic. There were some venders selling their crafts on the bridge, but they did not yell out or hawk their wares. There were several excellent painters. I enjoyed hearing about the statues. Probably the one that will stick with me is the statue of St. John of Nemuchuk. Our guide told us the story of his demise. Fascinating! This is a totally free experience. I would like to go back and check out some of the statues and venders more in depth since we were there as a small group. The Czech people are very proud ot the Bridge. The bridge is named after King Charles the 4th.
Read more",5.0,Oct 2021
Charles Bridge,Czech,"7th of October 2021.

DO NOT FORGET THIS MONUMENT.

It is totally worth it. You have a nice view of Vltava river with alll these ducks and swans and a nice view of the illuminated castle.

It is worth seeing the bridge also at night. But, it is really windy and cold over there.

It is always crowded and you can purchase engraving-gravure from the street sellers.
Read more",5.0,Oct 2021
Charles Bridge,Czech,"This is a very atmospheric bridge. It's bustling with life, lots of artists selling portraits and caricatures, lots of history as you walk across and the lucky statue you must touch!",4.0,Oct 2021
Charles Bridge,Czech,"A must see in Prague, beautiful bridge with an amazing view.
Perfect to enjoy with loved ones, beautiful spot for photos and to try local cuisine",5.0,Oct 2021
Charles Bridge,Czech,"Very enjoyable walking across this long bridge,
with the wonderful, medieval sculptures, and
the street musicians, and the artists displaying
their work. An amazing experience. And it’s free.",5.0,Oct 2021
Charles Bridge,Czech,"people, singers, painters, views, castel, water, smilas, photografsw, commotion - very recommended :)",5.0,Oct 2021
Charles Bridge,Czech,"Not enough words for this gorgeous bridge. Best time to go is in the early morning when there is no one on the bridge and the sun is coming up. There are musicians playing on the bridge, artists painting. Can't count how many times I crossed the bridge. Must do a river tour which includes the Bridge Museum (entrance right next the to the bridge on the New Town side).",5.0,Sep 2021
Charles Bridge,Czech,"Very beautiful! Very amazing view!
But very many tourists, street markets, cramped and noisy.may walking 15-20 minutes, once time.",5.0,Sep 2021
Charles Bridge,Czech,"Impressive! A bridge whose construction was completed in 1402 and still stands today. It has been affected by floods over time, but it always has been rehabilitated. Today it looks very good. On both of its sides, along the entire length, are a lot of beautiful statues, which reminded me of the Ponte Sant'Angelo in Rome. It is very crowded, there are a lot of artists (painters or musicians), souvenir sellers and hundreds of passing tourists.",5.0,Aug 2021
Charles Bridge,Czech,We heard that watching the sunrise on Charles Bridge was a must see. We got up early and were not disappointed. The sunrise is beautiful and one sees it rise over this beautiful city! The bridge was not crowded when we were there.,5.0,Sep 2021
Charles Bridge,Czech,Bridge old with saints figures very charming and later in day very busy with people and artists and streets that going to bridge are really nice !!!,5.0,Sep 2021
Charles Bridge,Czech,"One of the must see in Prague,stunning place which bring you back in history ,view from the bridge on every side is like postal card!defenitly one of the beauty of the Prague!",5.0,Sep 2021
Charles Bridge,Czech,"Beautiful, pleasant walk, steeped in history. Before the pandemic, it was so crowded, one couldn’t outstretch one’s arms. Much better now. Pretty views and no cars allowed.",5.0,Sep 2021
Charles Bridge,Czech,"This medieval stone arch bridge crosses the Vltava river. It is probably the most visited tourist attraction in Prague.

The construction started in 1357 under the auspices of King Charles IV and finished in the early 15th century. The bridge was an important connection between Prague Castle and the Old Town.

This 516-meter-long and 10-meter-wide Gothic bridge is protected by three towers, two on the Lesser Quarter side and one on the Old Town side. The bridge is decorated by a continuous alley of 30 statues and statuaries, most of them baroque-style.
Read more",5.0,Sep 2021
Charles Bridge,Czech,"Astonishing view at the historical monument! Goosebumps from the visit every time!
Recommend to visit early morning or late night. Sunrises and sunsets are the best",5.0,Sep 2021
Charles Bridge,Czech,"Just beautiful. Grab some trdelnik and walk down this bridge at a slow pace. You won't regret it. If you're lucky, you'll get to hear some incredible artists performing.",5.0,Aug 2021
Charles Bridge,Czech,"This is one of the Seven Wonders of Modern Tourism. I strongly recommend you go there in the early hours of the morning, even before breakfast, to avoid the millions of tourists that visit Charles Bridge every single day. In covid times this suggestions gets twice its power. Admire the view, the architecture of the bridge and the statues for as long as you like!",5.0,Aug 2021
Charles Bridge,Czech,"The bridge is just one of the most beautiful and most occupied places by the tourists, but going there is an obligatory step for everyone, who had never been to Prague. You won't be disappointed.",5.0,Aug 2021
Charles Bridge,Czech,"we be there in aug 21.
the view was vary nice.
the atmosfer was good.
we can take a lot of pic there .",5.0,Aug 2021
Charles Bridge,Czech,"Amazing place a must see ! Takes you back in time and absolutely beautiful
The view is amazing surrounded by jaw dropping expect acular buildings CHRISTIAN bohemian and classical buildings",5.0,Aug 2021
Charles Bridge,Czech,Amazing walk by this beautiful pedestrian bridge filled with vibes as if every single step is a history by itself. We visited during day and at night as the view is completely different. Photos spot.,4.0,Jun 2021
Charles Bridge,Czech,"Always great, a real symbol of Prague! Beautiful bridge with 32 statues, allowing to learn a lot about the history of this great place. Looks so magnificent and even scary at night. Artists, drawing sketches and pictures, musicians playing different music add a lot to the atmosphere of this magic place. There are some statues - you'll easily find them, they are rubbed to a shine, that are known for making wishes come true. If you believe in magic - Charles Bridge is a perfect place for you!",5.0,Aug 2021
Charles Bridge,Czech,Big bridge in Prague. The bridge has a good view of the city and the river. Great statues of saints. There were really a lot of Street Vendors on the bridge.,4.0,Aug 2021
Charles Bridge,Czech,"I didn't really do any research or visit the Charles Bridge Museum, so the significance of it has escaped me. It was a great place for people watching. We walked over it around 8:45pm and it was still packed with people, street performers and artists. We didn't take an opportunity to walk it during good daylight to really appreciate the architecture and statues, but maybe next time we visit the city!",3.0,Aug 2021
Charles Bridge,Czech,I would say Charles bridge belongs to one of the top and most beautiful sights you can experience in Prague. We walked through several times. The best timing is always morning or late night becauss there is nobody and ithas a real spirit.,5.0,Aug 2021
Charles Bridge,Czech,"Realy loved this, the history is amazing - there is just so much to hear about. The statues along the way are beautiful and interesting to hear of their history.",5.0,Jul 2021
Charles Bridge,Czech,Nice happenings place for good evening walk. In middle of tourist attractions on both sides of the river. Get a sketch of yourself done by one of the street artists.,4.0,Jul 2021
Charles Bridge,Czech,When you are in Prague it's a must to visit this beautiful amazing bridge. You can see the whole city from it and a nice view of the river.,5.0,Jul 2021
Charles Bridge,Czech,There were some great photo opportunities and really interesting statues to see. We were lucky to visit when the normal level of tourists was reduced so it wasn't too busy. An icon of Prague.,4.0,Jul 2021
Charles Bridge,Czech,We crossed thé bridge three tunes and IT was amazing. We met three Aldo Adam Sandler who Is shooting a movie in Prague,5.0,Jun 2021
Charles Bridge,Czech,"A touristic endeavor. Generally, the majority of people that seem to be hanging around here are tourists or the people of Prague that are busy, but it is a nice place to enjoy the city of Prague.",4.0,Jul 2021
Charles Bridge,Czech,"In normal tourist season it is best seen in the small hours of the morning. Now the hoards and loud tourists missing, it is a pleasant walk at any time",5.0,Jun 2021
Charles Bridge,Czech,"Very old and famous bridge. Lots of people walking around, buying souvenirs or taking pictures. Beautiful area of the city",5.0,Apr 2021
Charles Bridge,Czech,Love walking during this pandemic and this place is beautiful to take photos. It’s not so crowded these days so it’s nicer.,5.0,Feb 2021
St. Vitus Cathedral,Czech,"This is the largest cathedral in Czechia and it is filled with treasures. Don't miss the Wenceslas Chapel, or the tomb of St John Nepomuk - a baroque masterpiece made entirely in silver.",5.0,Oct 2021
St. Vitus Cathedral,Czech,"9th of October 2021. Group of 2.

The cathedral of Saint Vito is a majestic architecture’s temple inside the castle of Prague. It’s the must-visit-monument of the city.

Notice: Be careful with the itinerary, since the last allowed entrance is at 16:40 and not at 17:00.

PS: You can take the tram 22 to go the castle, because the road is uphill-steep enough.
Read more",5.0,Oct 2021
St. Vitus Cathedral,Czech,"Worth visiting for sure. It’s one of the miracles of architecture, like Big Ben or Eiffel Tower. Majestic building",5.0,Sep 2021
St. Vitus Cathedral,Czech,The Vitus Cathedral is located on the grounds of the Prague Castle. We visited the cathedral as part of a city tour and it was certainly one of the highlights of the tour. You can go inside the Cathedral in a limited area for free. The stained glass windows in the cathedral are amazing! The views from the gardens outside the cathedral are beautiful and should not be missed.,5.0,Sep 2021
St. Vitus Cathedral,Czech,"I marveled at every detail of this gorgeous cathedral. I cannot imagine the number of workers, the volume of stone, and the years of construction required to achieve this masterpiece",5.0,Sep 2021
St. Vitus Cathedral,Czech,Been to dozens of Cathedrals and this was the most amazing! Stayed for over an hour then had a tour. Must have taken hundreds of pictures. This is a MUST to see if you are in Prague.,5.0,Sep 2021
St. Vitus Cathedral,Czech,The cathedral opens at 9:00 a.m. I arrived at the Prague Castle at about 7:45 a.m. and was allowed onto the grounds. Beautiful and quiet in the early morning. The cathedral is stunning especially the stained glass windows - there is one by Alphonse Mucha. Suggest you be there at 9:00 a.m. when the ticket office opens and when the cathedral opens to avoid the crowds and be able to walk and view the cathedral freely. Great photos before the masses arrive.,5.0,Sep 2021
St. Vitus Cathedral,Czech,"Wonderful church with colourful stained glass,to go till end of hall need to buy the ticket which inclueds other sights in Prague castle other wise you can enter but only for see close to entrance area.",5.0,Sep 2021
St. Vitus Cathedral,Czech,"Awesome! Wonderful stained glass, rich ornaments, stone lace. To visit it in detail, you must buy a ticket (which also includes other sights in Prague Castle). Otherwise, you can enter for free, but only in a restricted area, near the entrance. Also, to climb the tower you must take a separate ticket.",5.0,Aug 2021
St. Vitus Cathedral,Czech,"If you like to visit old church's then this is one to put on your list. 250 kron will get you into 4 buildings at Prague Castle including this church. So much to see inside and you can take pictures without a flash.
The old relics are astonishing. They have many areas cordoned off and each has a sign as to its purpose. You can go by a live guide or an audio program that is very easy to use. You have to wear a mask inside right now.",4.0,Sep 2021
St. Vitus Cathedral,Czech,"A definite must-see in Prague. So beautiful every time you visit it. Now, during COVID times you can enjoy this beautiful place without crowds. An interesting thing is to watch resonation work, thanks to it we got the chance to get a real close look at one of the gargoyles.",5.0,Aug 2021
St. Vitus Cathedral,Czech,"So beautiful, stunning stained glass and the tombs inside are very interesting and have an amazing history.",5.0,Jul 2021
St. Vitus Cathedral,Czech,Beautiful cathedral inside the Prague Castle. It's huge inside. Such details in its windows. Great spot for pictures.,5.0,Apr 2021
Dolní Vítkovice,Czech,Very poor self-guided tour directions. Basically everything is off limits unless you pay. They don't even know what each building on the site did or how it all connected together. Too focused on the single Bolt tower to find out about what actually went on there and how.,3.0,Aug 2021
Dolní Vítkovice,Czech,It was interesting to see. Very clean place located in the city of Ostrava. Nice for an evening walk or to learn and discover something more about history of Ostrava.,4.0,May 2021
Cesky Krumlov Castle,Czech,Very interesting tour of the town and castle. The place was beautiful and it had lots of interesting stories. The tour guide made the difference,5.0,Oct 2021
Cesky Krumlov Castle,Czech,"Great preserved castle with impressive history, we have booked english tour “option 1” which covers only part of castle, young tour guide was Cool and interesting, would recomend",5.0,Sep 2021
Cesky Krumlov Castle,Czech,"Excellent views. We walked up but there appears to be parking, but does not seem to be wholly wheelchair accessible. Worth the short climb.",5.0,Sep 2021
Cesky Krumlov Castle,Czech,I have traveled a lot in 40 years and seen many castles. Cesky Krumlov Castle is fairly good. But the theater there is an absolute gem that is not to be missed. One of only two preserved theaters of its era left in Europe. The new remodel was done 1766-68. Original props and costumes are still there and all the wooden effect- creating machinery. The tour is from both the audience and under the stage areas. Fascinating.,4.0,Aug 2021
Cesky Krumlov Castle,Czech,You can walk around the castle courtyards for free while to enter tower and museum you have to pay a small fee. The views are stunning and the castle itself is marvelous.,5.0,Aug 2021
Cesky Krumlov Castle,Czech,You can walk around the castle for free and it is amazing Do not miss the view from the coffee at the end of it.,5.0,Aug 2021
Cesky Krumlov Castle,Czech,"The castle is really impressive and worth visiting simply for its stunning views and scenery. However, the tours are also totally worth checking out!

The first tour we did was for the baroque theatre. The tour is really well-structured, and our tour guide was able to show her knowledge and explain everything really well.

The second one we did was the 'basic 1' tour of the castle. The tour on itself is already worth paying for, as you explore amazing parts of the castle filled with history and great views, especially the masquerade hall. However, what made it incredible and memorable for us was our incredible tour guide, Jan. He explained every bit of history from Cesky Krumlov with great enthusiasm, showcasing his great knowledge about the history of the castle and surrounding areas. Jan is a funny and interactive guide, making the experience more of an immersive talk rather than a simple monologue. If you ever take an English tour of the castle, be sure to ask for Jan as your guide!
Read more",5.0,Jul 2021
Cesky Krumlov Castle,Czech,"The castle itself is pretty impressive, butvthe fact that they still keep two bears in such a small space in the front is irresponsible and absolutely from another time.",2.0,Jul 2021
Cesky Krumlov Castle,Czech,"The castle is a huge sprawling complex, with construction styles spanning centuries. It was one of the most important regional power centres in southern Bohemia and beyond. The castle was owned by three different noble families over the centuries, each of whom left their distinctive mark. The Baroque gardens are impressive, but the theatre is one of the best preserved theatres of its type in the world. The great bridge connecting the castle and the theatre looks almost like a Roman aqueduct and gives a very distinctive look. The tower at the western edge of the castle gives wonderful views of the town. All in the all, the castle is beautiful and fascinating both inside and out.",5.0,Jun 2021
