country,user_id,attraction,score,review,trip_date
Czech,Zanderzaidan,Prague Zoo,5.0,"Best zoo we have ever been, by far! It is HUGE and with plenty of Animals, which seemed happy and well taken care of. The zoo advertises feeding times so it is a great chance to witness some of the more ""shy""animals moving around. There are plenty of seating areas, restaurants, outlets, bathrooms and everythig was very well kept and clean. We spent the whole day over there and felt we needed some more time! Will come back for sure.",Aug 2020
Czech,Mickie_132014,Prague Zoo,5.0,"A beautiful stretched ZOO, which if walked through fully will give you 10km in your daily exercise! The animals are well looked after and easy to see. Prepare to spend a full day there. Price 250kcz per adult.",Aug 2020
Czech,RachaelVR46,Prague Zoo,5.0,"We visited here after reading all the reviews.
The zoo is very clean, hilly in places and very big.
The animal enclosures are pretty big and the animals seem well cared for.
The different zones of the zoo are great and match the theme of the areas where the animals are from.
Lots of things for kids to do.

Loved the cable car ride up to the top, the views of the city are fantastic.
Would highly recommend a trip here.
Read more",Aug 2020
Czech,Fearless42650299803,Prague Zoo,5.0,Wide big area. For walking and climbing enthusiasts. Many various animals. Also several options for lunch but only inside zoo but also besides.,Jul 2020
Czech,BunnyBXO,Prague Zoo,5.0,"Decided to go last minute. We had a great time. The animals had a lot of space, they have a lot of animals to see. Their ALOT to walk so be prepared to walk. Lol",Aug 2020
Czech,Bethany D,Prague Zoo,5.0,"Visited this zoo with my friend as a big kid in an adults body and it was well worth a visit! Lovely enclosures, very reasonably priced and a great selection of animals to see! It’s VERY hilly, so I would recommend to only visit if you’re good on your feet, it’s a huge zoo and the views from the top are amazing!",Aug 2020
Czech,Charlotte A,Prague Zoo,5.0,Best Zoo I have ever been. A Easy way to spend a great day in Nice environment for all of the family. Also prices are super ☺️😀👍🏻,Aug 2020
Czech,Diana H,Prague Zoo,5.0,"Lovely zoo, the biggest one we visited to date. We visited twice already (in 2015 and 2020). We like the fact that the animals have a lot of space and ground to cover. They also have an escalator which is a hreat experience. They also have a lot of places where you can just chill.",Jul 2020
Czech,Keith,Prague Zoo,5.0,"Go here. Not expensive compared to my local zoo (edinburgh). Bigger, better, cleaner, more interactive. Reasonably priced food.",Jul 2020
Czech,menno d,Prague Zoo,5.0,"I read on the zoo website that they're in the top 5 of the zoos in the world. Intrigued by that I wanted to have a look for myself. I visited 40 zoos in 17 different countries in Europe, but Prague is absolutely beautiful.",Jul 2020
Czech,matthewE,Prague Zoo,5.0,Delightful place. I hadnt known prague owns such a beautiful ZOO to spend and a day at. Possible to have drinks at some places. Zip line inside the ZOO. Great.,Jul 2020
Czech,Charalampos D,Prague Zoo,5.0,I think it is the most beautiful place to go in Prague... We walk 10km to see all these animals... But believe me it was worth it... The polar bear was unbelievable...,Jul 2020
Czech,Jess B,Prague Zoo,5.0,"Think it’s the best zoo we’ve been to. Animal’s are in large, natural habitat’s, there’s good wheelchair access,(ramps & lifts available), they allow dogs, refreshments on nearly every corner so u can walk around with a ice coffee or beer..meals looked cheap & tasty. Really impressed.",Jul 2020
Czech,Camille Bing,Prague Zoo,5.0,It was such an amazing experience! Perfect for adults and children and it was huge! We could have spent there a whole day!,Jun 2020
Czech,arshadmian786,Prague Zoo,5.0,"It is a must visit especially for families with children. A very large zoo, with impressive exhibits in setting of Pavilions. Easy to get here in a taxi from the center of Prague.
Has elevations and heights that need to be walked on foot, and can get tiring, especially for those motivated to see the entirety of the exhibits. Definitely need a whole day to enjoy the exhibits, but half a day would be enough if one chooses in advance what to cover and see.",Aug 2019
Czech,James,Prague Zoo,5.0,This ZOO is definitely one of the best I have ever visited. It is almost whole-day trip but really worth it,Jan 2020
Czech,CZ-Milka,Prague Zoo,5.0,"Large ZOO with a lot of animals. My favorites are elephants, hippos, indonesian jungle pavilion. Reserve at least half a day for visit. Highly recommend!",Jun 2019
Czech,Tigeriffic69,Prague Zoo,3.0,"It is very easy to get here from the centre of Prague. Very reasonably priced. Paid at ticket desk. You have to pay for a map which I think is a great idea. There are some nice views over Prague. I ate at there restaurant ""Gulab"", great value, but be careful when ordering coleslaw, as I was given a beer. Eventually I was given the correct product. It was great to see the polar bears. There was no Hippos due to maintenance. The giraffe enclosure seemed to have too many giraffes in one space. It was great to see the Lions, and Tigers up close, but they was in such a small space, it didn't seem right. I also like the gorilla section, there is always a mischievous one, which is nice and fun to see. I did not see many toilets around.
Read more",Feb 2020
Czech,Abby L,Prague Zoo,4.0,"Very reasonable entrance fee.
Most of the animal enclosures were good and the animals looked generally happy.

The giraffes in particular were cramped and the closure was disgusting.",Mar 2020
Czech,bhumi,Prague Zoo,4.0,We have been in jan.over there it is the largest zoo we have seen ever vd all safety measures.Chimpanzees zone is too good my kids were enjoying waching their activities they had great fun so if u are looking for something to go vd kids this is the right place.,Jan 2020
Czech,AliColyton,Prague Zoo,5.0,Fabulous zoo animals looked so healthy and good breading programs happening can’t believe how cheap entrance price was,Mar 2020
Czech,Sean B,Prague Zoo,5.0,"Seeing as we always enjoy a Zoo visit what was a trip to Prague without a visit to the Zoo.
It was well worth the trip.
My wife had never seen a polar bear and was very impressed to see two in the zoo. We managed to see the majority of the animals close up too.
The hippo enclosure was closed which was disappointing as well as some of the other enclosures while they update and the chair lift was not running.
Be prepared for lots of climbing slopes. We have never visited a zoo with so much elevation which is understandable when you read the details on the zoos past flooding history. I was very impressed by the mountain goat exhibit it is a must see I don’t want to spoil it.
Also loved that Dogs where welcome in the Zoo we love to take our dog with us to Zoos but many in the UK do not allow dogs.
Read more",Mar 2020
Czech,xanadu,Prague Zoo,5.0,"Really nice zoo, informative and well laid out . Well worth a visit. Oh and very reasonable entry price .",Jul 2019
Czech,Fatema M,Prague Zoo,5.0,"This place is a bit far from anywhere common to tourists but its huge and has lots and lots of different types of animals and its the first and best zoo for me to see and experience even my niece was soo excited that didnt know where we start from the zoo map , its a place MUST to go",Nov 2019
Czech,hgm45,Prague Zoo,5.0,"We always try and visit zoo’s when we are on holiday and this is by far one of the best we’ve been to! Its a really big zoo with so many animals to see and good views of Prague! We spent about 3 hours here but you could definitely spend more than that. Most of the enclosures are quite big apart from the tiger and lion enclosures are a bit small. I read some bad reviews for the size of the polar bear enclosure but we didn’t think it was particularly, they were quite happy playing in the water!!",Mar 2020
Czech,Ciara M,Prague Zoo,3.0,The zoo was being partially refurbed (was looking forward to the hippo but off display) however it was still an enjoyable day out. There was great inside exhibits with a lot to see and do.,Feb 2020
Czech,TVJxxx,Prague Zoo,5.0,We came to the zoo on our stay in prague it was one of the best zoos and they have polar bears. I would 100% recommend this zoo.,Jan 2020
Czech,Christna1110,Prague Zoo,5.0,"What a fabulous day out. Really couldn’t recommend it highly enough. All the animals have lots of space and look well cared for, you can see the effort that has gone into preserving their natural environments and every effort has been made for the animals comfort and happiness. The food in the sit down restaurants is a little bizarre but there is plenty of hot dog stands located in various places around the zoo so plenty of choice! The zoo is so big you could easily spend two full days there if you have the time!",Feb 2020
Czech,Suvinaya L,Prague Zoo,5.0,"Awesome, need one full day to explore it..worth watching....entertaining for kids...to be planned well in advance",Feb 2020
Czech,Claireystar,Prague Zoo,5.0,"We had not expected to go to the zoo on our 4 day stay in Prague, but with an evening flight out and a drizzly forecast for the day, we noticed on Trip Advisor that it had excellent reviews and a wide variety of animals on a large site. We visited and we were not disappointed! The trip for our family of five in an Uber XL took 15 minutes from the centre of town and only set us back £8, the entry was very reasonable too. We had never experienced tigers, giraffes and gorillas at such close range (but behind glass.) It was truly fascinating. The cages were mostly spacious apart from the polar bears but they had a new huge enclosure under construction. The animals seemed well cared for and happy. We had a great day and would definitely recommend Prague zoo to anyone visiting the area. I think the children would say it was the highlight of our trip!
Read more",Feb 2020
Czech,Simon W,Prague Zoo,4.0,Supporting a zoo is in general a controversial thing to do (you can see obviously that some animals are not happy) but if you like zoos you will like it.,Feb 2020
Czech,TomOCM,Prague Zoo,1.0,"Short and sweet, this zoo samples animals who clearly look distressed, bored and upset. I am not animal expert, but having watched the polar bears in a very small enclosure for roughly 5 minutes, it became very apparent that one was pacing up and down the enclosure, to and from the exact spot which after doing some research is an clear sign of the animal being in stress.
One elephant and all the tigers doing the exact same movement.

Very sad - we left shortly after seeing the tigers which was unfortunately the last straw.",Feb 2020
Czech,The Ellie That Travels,Prague Zoo,4.0,"We couldn’t quite believe how far we walked that day!! The zoo is mapped over terrain which makes it different to many zoos I have visited before. I think it’d be better to visit in the warmer months so the animals are more active. There were so many animals, some of which we’d never seen. The price is very reasonable. All in all it was a great day out for anyone!",Jan 2020
Czech,tonyrpayne,Prague Zoo,5.0,"Easy to get to, very reasonable admission prices. The zoo is very well laid out and contains good collections which are very well laid out. Many exhibits have English descriptions. Conservation and welfare issues appear to very important here and staff seem very professional. We visited Restaurant Gaston for drinks which were very reasonably priced and the food looked good.",Feb 2020
Czech,David W,Prague Zoo,4.0,"We chose to take a cab to the zoo as it was outside the city centre and not on the metro network, there are bus stops at the zoo but we didn't want to risk getting lost, anyway the cab only cost a few pounds.
The zoo is on a hillside and offers wonderful panoramic views of the city, beautiful on a sunny winters day. The selection of animals was vast and all looked well cared for in naturalistic enclosures. The mountain sections with goats and Barbary macaques ascending vertical cliffs are stunning. The facilities in the zoo were immaculate and the toilets were the cleanest I've seen in a tourist attraction and even the gift shops were great value for money.
We spent half a day winding our way round the zoo which is on a hill but there is so much to see, the indoor cat house gives some of the closest encounters you could ever have with tigers and lions . We were also fascinated watching the polar bears playing in their wave pool. If in Prague it is well worth making the trip to the zoo.
Read more",Dec 2019
Czech,Jack D,Prague Zoo,5.0,"Nice zoo, very very big in comparison to other zoos we have been too. Went in Feb so knew it would be cold and most animals inside, but we were not disappointed as we got to see almost all animals. Lots of walking but it is to be expected. Cheap entry also and very easy to get to.",Feb 2020
Czech,Mirka N,Prague Zoo,5.0,"It's lovely place, I thing it's the biggest Zoo in Czech, it's compleately new and every areal is incredible. There is lot of animals, and all ot them are worth of see. You can spend all day there and children love it. It's always better with sunny weather but you can enjoy it even in rainy days.",Sep 2019
Czech,Emily B,Prague Zoo,5.0,"This is a fantastic zoo. It's huge, well signposted and has a large variety of animal species.

We traveled from Lesser Town via tram and bus - it's a very easy journey and cheap too. Trams and buses were regular on both the way there and back. Entry to the zoo was also very reasonable. There are lockers just outside the entrance which could hold largish bags (probably not suitcases).

Almost all of the exhibits were excellent. For the most part they were large and a lot of work had obviously been put into making them as natural as possible. There were different shelter options, lots of foliage and enrichment items. There was a lot of coverage so that animals did not have to be on display and indeed there were some that we did not see - obviously disappointing for visitors but I believe this a sign of a good zoo. One or two of the habitats were less than perfect, mostly for the big animals - e.g the bison and polar bears. However I understand that the polar bears are currently having a new exhibit built, and they did seem happy - we watched one of them playing for some time.

All of the animals looked healthy and as far as we could tell, happy. They were interacting with each other, their habitats and in some cases the visitors (most notably the orangutans)!

The terrain of the zoo is very steep and a little hard to get around if you're not 100% mobile, but there are slopes and ramps so it is wheelchair accessible.

In all this is a truly good zoo. We enjoyed it so much that we returned on our last day in Prague, for an extra few hours. We would definitely return if we went back to the city.
Read more",Oct 2019
Czech,Nicole A,Prague Zoo,5.0,Beautiful well maintained zoo. We visited in December and I was happy to see the accommodations that are made for the animals in the winter. They had great indoor environments for animals that needed it. It is a great family trip,Dec 2019
Czech,Lorraine H,Prague Zoo,5.0,"We went here based on other trip advisor reviews and we were not disappointed. This was a full day out and an amazing experience. You can get so close to the animals when they are indoors (we managed to get to see the lions and tigers as they were being fed) which was fantastic.
I highly recommend visiting the zoo if you are in Prague.",Jan 2020
Czech,Nike A,Prague Zoo,5.0,"We like to visit all kinds of Zoos and absolutely love this one! It is one of the biggest we've ever been, some animals we've never seen before and very educational for kids! Absolutely affordable, also the food!",Oct 2019
Czech,Jenny F,Prague Zoo,5.0,"My boyfriend and I went here on our last day as we felt we’d done most of the tourist attractions in Prague already and it ended up being our favourite part of the trip! It’s a little bit outside of the centre but honestly worth it and the public transport (metro then bus) brings you right to the entrance. The zoo is huge, we were there for 4 hours and didn’t even finish it, so leave yourself a whole day if you’re going. All the animals had really big enclosures which I’m very picky about and will make or break a zoo for me and all seemed extremely well looked after and the variety of animals was fantastic!! Also they have a chair lift that brings you up the mountain which you can go on for about a euro which not only saves your legs a trip but offers great views on the way up. Couldn’t recommend more!!
Read more",Jan 2020
Czech,Em S,Prague Zoo,5.0,It's a good day out but make sure you have suitable shoes as the place is massive and theres a fair bit of up hill walking,Dec 2019
Czech,Piper S,Prague Zoo,5.0,"Huge zoo with lots to see. Many different animals who all looked happy and well looked after, would recommend to all.",Jan 2020
Czech,Nicola,Prague Zoo,5.0,"This zoo exceeded our expectations, the variety of animals and quality of their enclosures were very good. There were a lot of big animals like gorilla, lions, tigers, elephants etc and all the usual birds, lizards as well. The zoo is spaced out so it took us about 5 hours to walk around and see everything. It is definitely worth buying a map so you dont miss out a section. It is located with a cliff edge in the middle of the park so there are hills, there was a cable car that can take you up and down if you can't manage the slopes. There were good facilities, toilets, food etc dotted all around the place. The cost to get in was 200 CZK pp. Definitely worth a visit if you are in Prague!",Jan 2020
Czech,Dindda,Prague Zoo,5.0,"A really good day out. There is one large orangutan, a group of chimpanzees and many other animals to see. This is a large space and you can spend hours here. Some of the areas require walking up steep hills but there is a chair lift (didn’t see it working on the day we visited). You can buy hot and cold drinks on the way around and there are some nice little gift shops too. The entrance fee is extremely reasonable at only 200 Cz Kr (around £6). It’s about three times this amount anywhere in Britain! The zoo is accessible from the old town in around 30-40 minutes but we took two trams and a bus, so make sure you’ve planned your journey well.",Jan 2020
Czech,RockyHH25,Prague Zoo,4.0,"We visited Prague Zoo in June 2019 and overall we were very impressed by the size of the enclosures and the care of the animals. However, I did feel sorry for the polar bears as their enclosure is so small! There a lots of places to get food and it is reasonably priced. There is also a chair lift to access the higher levels of the zoo; if you're not good with heights though I wouldn't recommend it! It seems like there are a lot of changes happening at the zoo so hopefully the polar bear enclosure will be improved soon.",Jun 2019
Czech,Nick Emberlin,Prague Zoo,5.0,"Wow. What an experience, we went to this zoo expecting a two hour trip at most, but ended up having an amazing experience lasting six hours at least. Probably the best zoo I’ve ever visited! Bloody excellent! KACHING",Jan 2020
Czech,TRippingale,Prague Zoo,5.0,"We visited in January and can honestly say the best zoo we've been too. Of course many of the animals were inside due to the weather but the viewing areas are outstanding and you can get up close with the animals.

Allow the best part of the day as there is so much to see! We were there for 4 hours and didn't see everything!",Jan 2020
Czech,Cass,Prague Zoo,5.0,"I was travelling here with my sister both early 20s and this zoo was amazing, so many animals that are clearly looked after, so many different levels and inside spaces and outside spaces.. really nice getting to watch the animals get fed as well, wasn’t really any animal shows like birds penguin ect so that was one downside.
Food was really nice and worth the money we paid but staff do not speak English.

Would definitely recommend",Dec 2019
Czech,Sarx,Prague Zoo,4.0,"It was a hot and exhausting day. It was fine, but a lot of animals were inside because the heat, so we didn't see them all. I was the most fascinated by gorillas :)",Jun 2019
Czech,lisacerretti,Prague Zoo,4.0,"Went there in December, so the animals weren’t a lot outside. But I have to say that some animals had some small space as the polar bear and an animal that looked like a ferret, those seemed a bit out of mind: doing round continuously so was a bit painful to see them like that. But, I have to say that the zoo is a beautiful park and you can see a lot of different species!",Dec 2019
Czech,Jen P,Prague Zoo,5.0,"The open spaces are beautiful. I loved seeing actual logs and branches being used inside and outside the enclosures, and creative use of spaces to traverse the zoo. The animals seem healthy. We were there in winter, so many of the African animals were inside, but many had the choice to go out. Not sure if the giraffes and elephants go out or not in winter. I was surprised at the vast number of species here.",Jan 2020
Czech,Benjamin T,Prague Zoo,5.0,"Very well looked after, the management are clearly interested in animal standard of living as enclosures are spacious and cleaned. Animals had space which is important for a modern zoo and there were no abusive ""animal shows"". Some European animals like wolves which you very rarely see in other zoos.
Especially recommend the bar restaurant next to the gazelle enclosure, the beer is good and cheap.
A public bus takes you to the zoo, which was fine getting there, but made coming back during rush hour at closing time difficult.
Read more",Oct 2019
Czech,Sandra G,Prague Zoo,5.0,"We spent our final day in Prague at the zoo for a complete change of pace and it was really enjoyable. The layout is a bit confusing at first but its beautifully presented and has a wide range of animals.
The tigers and lions were great, we managed to get some really close up views and they have a lot of bird enclosures.
A nice way to spend the day wandering around and looking at lots of the baby animals they have had born in 2019.",Dec 2019
Czech,Kate J,Prague Zoo,5.0,We had a fab day at the zoo. Lots of walking and lots to see. Well worth a visit. So cheap to get in too.,Dec 2019
Czech,GeoffandClare1,Prague Zoo,5.0,"Great zoo with some wonderful animals. Loads of giraffes, elephants, tigers, polar bears etc. Lots of other animals. Easily a good few hours of entertainment for a reasonable price.

We went six years ago when my little boy was two. I took both he and his younger brother (6) to the zoo on 4th Jan. While in the tiger area on a rainy day we saw a zoo keeper cleaning one of the cages. We walked over and watched her and took a photo as we thought she was really brave. Just as I had taken the photo she turned around and starred at us. She was really angry and began snarling and staring me out. I was genuinely terrified - I wish I had taken another photo so I could accurately record the intensity of the exchange, but I was genuinely too scared. She just stood, snarling ... genuinely furious. After a minute of starring into my eyes she began to clean the windows with some spray. This zoo keeper was clearly not having a good day and was very angry. As soon as we could we fled the tiger area. I have never experienced such fear in a family venue ... it really brought the dangers of visiting a zoo home to us all. My children thought it was amazing and couldn't stop laughing. She was definitely NOT joking!!! At the end of the day as we were leaving I said to my sons they could have their favourite exhibit as a cuddly toy. Both asked for the 'angry lady'. Sadly the zoo does not have a cuddly version yet. Honestly this was the best bit of the trip. Thanks.
Read more",Jan 2020
Czech,Florin Ardelean,Prague Zoo,5.0,The zoo is huge. We were there for almost 3 hours and we didnt see everything. Unfortunetly we didnt see the lions and other stuff because of some issues but overall great. It is worth it.,Jan 2020
Czech,G H,Prague Zoo,5.0,"It is huge, really an amazing place. Spent nearly 6 hours there and did not see it all. Really a wonderful place.",Jan 2020
Czech,Lee M,Prague Zoo,5.0,"Excellent zoo....
As a family we have always been unsure of zoos outside the UK following a visit to a poor one in France...

The reviews for this one tempted me and honestly glad we have it a go.
Crazy cheap for a day out.
People on here have said animals are inside and not out roaming in December... what do you expect it’s freezing. Visit any zoo this time of year and you won’t see much.....
What they haven’t mentioned is although the giraffes, elephants, tigers etc might not be outside there are excellent viewing sections of the indoors.

Parts are dated but also there are brand new sections and new sections being built.

If you have a spare day it’s well worth a visit...
And if you do visit spend the extra €1 and go up the chairlift, all part of the fun
Read more",Dec 2019
Czech,MMMM8083,Prague Zoo,4.0,"Comare to other Zoos in Europe, they have given a generous space to animals. Polar bear was the funniest animal in the park.",Dec 2019
Czech,h_schamhardt,Prague Zoo,5.0,"Amazing, very large (and actually still growing further) zoo, beautifully situated over a large hill, which is used for some of the animals. With Komodo Dragons and Giant Salamanders as very special attractions. And nice domains for the other animals. Due to colder weather unfortunately many animals inside, which does make sense. One (maybe even the) best zoo we have visited!",Dec 2019
Czech,Ashley G,Prague Zoo,3.0,"Great zoo, but a lot of the animals werent out due to the cold (went in December). Loved the penguins, several giraffes, and tiger. A good variety of animals, but would recommend going when its warmer to be able to see more. Only other thing I wasnt a fan of were it seemed to be a lack of food options for toddlers. We went to a couple different restaurants and while it was neat they tried to theme the food with the area we were in, there weren't many basic food options like chicken nuggets/fries/pizza/spaghetti/etc. The food we had though was really good for ""zoo"" food!",Dec 2019
Czech,LucySaw92,Prague Zoo,5.0,"This was the best zoo I have ever visited! Such a variety of animals, some I've never seen in person before.

Due to the weather, some of the animals weren't out, but you can still see them through the glass on the inside section. So you still get to see all the animals.

Advice would be to leave plenty of time to get round the zoo, we were there for 4hours and we didn't get round the whole thing, but we did just about manage to see all of the animals. So leave plenty of time. Also, we went in December so pretty cold, make sure you layer up and wear comfortable boots/shoes as theres lots of walking to do.

Got to see my favourite animal, elephants ... in absolute fascination. They were amazing! Definitely recommend getting to see them. Along with the giraffes and polar bears ... amazing too! The polar bears unexpectedly fascinated me, playing around with the ball in the water like humans ... amazing!

There are toilets and eating/drinking stalls around the whole zoo within good distance of each other. We had food in the main canteen/cafe and it was delicious. We had the pork casserole with rice and the beef stew with rice ... they were both so tasty! They have it written in English underneath so you understand what you're looking at. Reasonably priced too.

100% recommend going here!
Read more",Dec 2019
Czech,wall1s_m,Prague Zoo,5.0,"This is a great zoo for all ages, and coming from the UK we couldn’t believe the admission price was so low. We went on a bright and cold winters day, and there was plenty to see, though maybe some of the animals were hiding indoors because of the cold. We saw lions, tigers, elephants, giraffes, leopards, gorillas and penguins amongst others. With more time and energy we could have seen much more. One to avoid on a wet day I guess with the indoor pavilions quite a long way apart. Great views of the river and the city. Easy to reach by metro line C then bus 112.",Dec 2019
Czech,Merle P,Prague Zoo,5.0,Easy to get from the city centre by tram (6 and 17) and then by bus 112. Many different animals to see.,Dec 2019
Czech,Nav1go,Prague Zoo,5.0,This is a very large zoo with lots of ground to cover. We did the inner loop up the hill first - if you do don’t forget to watch the left side for the mountain goats and nesting birds.,Dec 2019
Czech,Ashlea1996,Prague Zoo,1.0,"Enclosures are really over grown making it hard to see animals, the polars bear did not have enough space and seeing them was very traumatic, they kept pacing showing they was in disstress, a lot of people have noticed this and there is a petition to take the polar bears away from them.

It’s a big zoo, and the food served is good, some of the animals do seem in good condition, but when I looked up Prague zoo I read it was one of the worst zoos to visit because of how small the polar bears enclosures is, you can see the distress on them it’s awful 😢

Ive seen polar bears at Munich zoo and they had a huge enclosures and was so much happier and playful where as the ones in Prague was just pacing
Read more",Aug 2019
